mode,time,alt,speed,hdot,range,lat,long,pitch,roll,tgt_range,range_err,az_err,roll_ref,l_d,
1,84862.0291638296,132.673977260157,7961.66059188917,-128.75952698812,8523.54734097879,58.8275089995238,6.28400843226355,5.89251429062929,-1.23290425942043,0,207.159750919325,-10.8948486206949,54.715250584418,0.986686879209872,
1,84865.2491638303,132.259559808868,7962.06645479027,-128.652165850926,8499.05417248864,59.0186463849006,6.0561282713185,5.99407621254077,-1.24890743724109,0,-60.5161382583228,-10.9281560233797,54.1012076088152,0.988081736989155,
1,84868.549163831,131.835437634418,7962.48300375971,-128.548821700037,8474.560967906,59.2154054039608,5.81858939538259,8.98550620286396,-1.26636850257574,0,70.6105548146079,-10.9616983806495,54.6440770222903,1.13556494893801,
1,84871.7891638316,131.419529615972,7962.90651169823,-128.434253678222,8450.06775506052,59.4082327399621,5.58281946403825,13.7319606323069,-0.222600610443455,0,-14.5884547759415,-10.9955247294861,54.4776583218076,0.979882017378006,
1,84874.9891638323,131.009013545002,7963.31663843899,-128.344094968843,8425.57450207385,59.5983277949464,5.34743572868492,17.8394095331512,-0.509203697342592,0,-97.3530009757142,-11.0294801009986,53.8159485539069,0.993357966524951,
1,84878.289163833,130.586028399132,7963.72794894505,-128.227832453125,8401.08131068498,59.7939892292722,5.10202392948747,22.2055241008378,-0.454351756137945,0,78.8168237253885,-11.0637696367653,54.4490038823185,0.985670418120904,
1,84881.5691638336,130.166054538706,7964.13535453205,-128.111108364856,8374.13891138394,59.9880804853223,4.85536347166704,27.4777934923496,-0.418475028958555,0,6.85461599676091,-11.1018099928205,54.4243124858777,0.991256336456967,
1,84884.8091638343,129.751636736209,7964.53616729081,-127.995292533711,8349.64595026856,60.1794206086849,4.60898571340268,33.7304967657965,-0.41003488700378,0,6.6434831537681,-11.1366616017315,54.4639778914272,0.990098378612023,
1,84888.0291638349,129.339925606891,7964.94484375913,-127.885570409778,8325.15320025319,60.3691928675712,4.36139862114498,37.2942586524638,-0.374624727135974,0,-69.4355823902533,-11.1717393945949,53.9764832801337,0.986739258714278,
1,84891.2891638356,128.923285813546,7965.35005704244,-127.754999443829,8300.66070282918,60.5609214753658,4.10791478028171,38.0699317273679,-0.0473900428769937,0,31.365634444337,-11.2071655797887,54.2574389427636,0.994187702364229,
1,84894.5491638363,128.507029533372,7965.75444709188,-127.623706176591,8276.16847710571,60.7522380064891,3.85154214003203,38.1381964122853,0.0424137409503928,0,6.18046412668627,-11.2427693347287,54.2713451904263,0.983331574339186,
1,84897.8091638369,128.091187965775,7966.15803410211,-127.490018916643,8251.67654543096,60.9431336887732,3.59222928246608,37.9517252864193,0.00475732217255231,0,16.0015144822228,-11.282269786081,54.3763369453259,0.994858093582095,
1,84901.1091638376,127.670682120215,7966.57503944753,-127.364169775158,8224.73577815131,61.1359339664752,3.326686500482,37.9640724334518,0.0228295786190368,0,19.3543845944578,-11.3184498925001,54.4955113166304,0.993621044638137,
1,84904.3691638383,127.255702211974,7966.98155620425,-127.231359372851,8200.24453172991,61.3259554946893,3.06129739405956,38.0368070735043,0.0139705662278015,0,-2.02541387754991,-11.354903555581,54.4636841721985,0.99045581354099,
1,84907.6291638389,126.841157739697,7967.38573277775,-127.094198559466,8175.75367637187,61.5155283102794,2.79280754707307,38.0622141653171,-0.00691894177637068,0,11.0019726195114,-11.3916247910697,54.5416844003951,0.991617662205153,
1,84910.8891638396,126.427067714508,7967.78816048659,-126.953556345787,8151.26325721361,61.704642582477,2.52116163997126,38.060923700126,0.0213701289787994,0,-1.50828906581046,-11.4285964477454,54.5211221552493,0.990582659962769,
1,84914.1891638403,126.008356670651,7968.19793740804,-126.8131234091,8124.32433409576,61.895600144791,2.24291058317217,38.0523336069552,-0.00823869265910632,0,7.54411950864687,-11.4696114364184,54.5746665142883,0.992040870619098,
1,84917.4491638409,125.592654593396,7968.60209623396,-126.668399242268,8099.83493854475,62.0849142009149,1.96302513829813,38.042931127557,-0.00574279598909232,0,3.28392292970693,-11.5071850459921,54.5904735306061,0.990537398217767,
1,84920.7091638416,125.18249207902,7968.99909239556,-126.521506231023,8075.34609285621,62.2714331705771,1.68324402776358,38.0343911363502,0.0252320626461202,0,-9.60056765888658,-11.5449973570543,54.5210132314755,0.991456363339787,
1,84923.9691638423,124.770273564466,7969.40155346749,-126.376591818155,8050.85783564314,62.4597516361198,1.39659892094164,38.0269888581466,0.00985751353998334,0,-6.01039837418739,-11.5831246158071,54.4882546779948,0.990146443657738,
1,84927.2491638429,124.356012843014,7969.80192052889,-126.223862134746,8026.37020466343,62.6464091338527,1.10824120700488,38.0259483504217,-0.0190185799628962,0,3.85938395516405,-11.6215464964252,54.5204936034994,0.99047343028177,
1,84930.5291638436,123.942253362129,7970.20244846072,-126.070364588222,7999.43458916906,62.8336844487997,0.814570020625048,38.0213049374774,0.0191183330213909,0,4.77617187247597,-11.6640955319137,54.5499840782952,0.986282790456927,
1,84933.7891638443,123.531526355619,7970.59900094548,-125.914899942501,7974.94841937439,63.0204190006986,0.517279402664119,38.0164750090713,0.0165624986864485,0,3.49757385460362,-11.7030932477884,54.5697928974803,0.987082745826253,
1,84937.0491638449,123.121301825915,7970.99538471729,-125.758276464291,7950.46300466488,63.2054672649713,0.21815042729184,38.017743196717,-0.0209249599301785,0,4.88249551383979,-11.7423891140766,54.6003623383476,0.98676339913717,
1,84939.5291638454,122.809578119533,7971.29498269022,-125.636026251048,7930.87524710935,63.3447360198518,-0.0100220978683011,38.017532069943,-0.00849394321160258,0,-1783.99321721375,-11.7740335183987,52.1144849499332,0.988021422755925,
1,84942.6891638461,122.412823792436,7971.67484490543,-125.477094583392,7906.39130923839,63.523159068858,-0.306263680429303,38.0140074610092,0.0266879409860865,0,168.871140689025,-11.8138087183639,54.970036659638,1.13651319843983,
1,84945.9291638467,122.006543308095,7972.06727643347,-125.31714807623,7881.90824806903,63.7055332787106,-0.613733342975364,38.0143540969384,0.0145695633952192,0,-63.6704559603295,-11.853901301611,54.3713602624456,0.989583175773958,
1,84949.1891638474,121.598281033655,7972.46063402342,-125.153428394417,7857.42610220041,63.8884422694463,-0.926978543816348,38.015669268435,-0.0134293557888151,0,16.2568553429892,-11.894288236324,54.5424541349517,0.989235321393503,
1,84952.4491638481,121.190568108171,7972.84902161619,-124.982522246253,7832.94492546971,64.0707450692008,-1.24418288237522,38.0150779813116,-0.00643698372245336,0,15.8752552706756,-11.9349760895041,54.6373545008651,0.99492593486866,
1,84955.7091638487,120.783411408299,7973.23688814968,-124.810233433765,7808.4647619875,64.2524279926006,-1.56541754196846,38.0147564225329,0.0242969234636938,0,-6.43140110792592,-11.9759207314402,54.5782384963273,0.987085781766682,
