step,time,alt,speed,hdot,range,az_err,lat,long,pitch,roll,unl_roll,roll_ref,l_d,drag,drag_ref,entry_phase,
1,0,121.993,7824.83890465838,-137.426366773125,8221.05567476453,17.4579619811279,-14.4375159964363,-142.920050189691,38,0,0,0,0.247313163263668,0.00869263910552119,0,1,
2,2,121.718097710813,7825.15386488802,-137.475792473114,8221.05552847273,17.4299929122319,-14.3301103958758,-142.838820264591,38,0,0,0,0.245579711071619,0.00872901726503218,0,1,
3,4,121.443097449135,7825.46850156394,-137.524338681636,8206.95145058351,17.4430495944517,-14.2226632819785,-142.757667901175,38,0,0,0,0.246423773729048,0.00896111443982694,0,1,
4,6,121.168000978374,7825.78279866138,-137.572000665775,8192.84736656532,17.4562134557895,-14.1151740293814,-142.676595079449,38,0,0,0,0.247309237008424,0.00920020629552814,0,1,
5,8,120.892810071925,7826.09674031236,-137.618773398782,8178.74345811045,17.4694901267495,-14.0076428350759,-142.595594561835,38,0,0,0,0.248237950088945,0.00944683249461265,0,1,
6,10,120.617526513639,7826.41030795959,-137.664651452207,8164.63915758491,17.482868291001,-13.9000705044435,-142.514671703057,38,0,0,0,0.249211300565725,0.00970155680806554,0,1,
7,12,120.342152098668,7826.7234829881,-137.709628898902,8150.53503442171,17.4963740926858,-13.7924561219146,-142.433831541739,38,0,0,0,0.250231335696094,0.00996490642881863,0,1,
8,14,120.066688635302,7827.03624569859,-137.753698769784,8136.43151847484,17.5099847468405,-13.6848016195071,-142.353057091501,38,0,0,0,0.251299365227411,0.0102374515896761,0,1,
9,16,119.791137944856,7827.34857438709,-137.796854445072,8122.32730489501,17.5237062881955,-13.5771042548452,-142.272360436193,38,0,0,0,0.252420273997662,0.0105201308292718,0,1,
10,18,119.515501863634,7827.66044515801,-137.839087914019,8108.22331810439,17.5375533906445,-13.4693687633237,-142.191739852738,38,0,0,0,0.253600949181537,0.0108145277503936,0,1,
11,20,119.239782245251,7827.97183218706,-137.880389875641,8094.11976861495,17.5515069552083,-13.3615921719524,-142.111188172518,38,0,0,0,0.254844266724503,0.0111212927480326,0,1,
12,22,118.963980962658,7828.28270699574,-137.920750306574,8080.0158856756,17.5655777617634,-13.2537763533871,-142.030710733443,38,0,0,0,0.25615176243417,0.0114410585592157,0,1,
13,24,118.68809990958,7828.59304143359,-137.96015844121,8065.9123084248,17.5797579533881,-13.1459216281335,-141.950303079302,38,0,0,0,0.257525350449571,0.0117744864954088,0,1,
14,26,118.412141001026,7828.90280491583,-137.998603715917,8051.80871871399,17.5940619291012,-13.0380255590057,-141.869967886887,38,0,0,0,0.258965897480528,0.012122224921553,0,1,
15,28,118.136106174682,7829.21196609727,-138.036074075328,8037.70524082913,17.6084775503332,-12.9300923505231,-141.789699972027,38,0,0,0,0.260476480259003,0.0124849384576939,0,1,
16,30,117.859997392669,7829.52049216679,-138.072556904416,8023.60174741508,17.6230100097561,-12.822118916371,-141.709505399994,38,0,0,0,0.26205583108147,0.0128632182033152,0,1,
17,32,117.583816643397,7829.8283489813,-138.108038948971,8009.49861681707,17.6376548579346,-12.714108042219,-141.629378030389,38,0,0,0,0.263707424106237,0.0132578326048858,0,1,
18,34,117.307565942019,7830.13550060842,-138.142506413083,7995.39554481493,17.6524171999016,-12.6060596870867,-141.549315101937,38,0,0,0,0.265431817310985,0.0136694291416895,0,1,
19,36,117.031247332477,7830.4419099347,-138.175944249512,7981.29233698956,17.6672988125604,-12.4979718602525,-141.469325330696,38,0,0,0,0.267229608711427,0.0140986679645121,0,1,
20,38,116.754862890055,7830.74753907401,-138.208336565835,7967.18967634473,17.68229324024,-12.389847981599,-141.38939787356,38,0,0,0,0.269101850552982,0.0145462796784025,0,1,
