step,time,alt,vel,surfv,hdot,range,az_err,lat,long,pitch,roll,unl_roll,roll_ref,l_d,drag,drag_ref,hdot_ref,entry_phase,
111,220,87.5043223538259,7857.03195099149,7502.00090798867,-132.332001676918,6445.59367283239,5.68309814072665,9.07331289883199,-174.814788318524,40,0,0,91.4075734440514,0.695849473477537,2.24491616655477,5.22818638329125,-10.196024417845,2,
112,222,87.2409414941836,7855.95986596567,7500.93362077124,-131.039508783223,6430.86579908564,5.69145053630986,9.16123269027679,-174.713610025721,40,0,0,91.2601464321434,0.701170304039748,2.33068542677652,5.2347765981673,-10.2140081631995,2,
113,224,86.9801983008748,7854.83173909217,7499.81001803476,-129.694027843404,6416.139572254,5.69989653238449,9.24910984484106,-174.612387058913,40,0,0,91.1092391953703,0.706456918335511,2.41873819635242,5.24802857187608,-10.2452708549009,2,
114,226,86.7222004211461,7853.64605333383,7498.62857612391,-128.293891405355,6401.41497998653,5.70837054652639,9.33694375654159,-174.511119722225,40,0,0,90.9541581594637,0.711696804850318,2.509047804984,5.26129630606347,-10.2768592116243,2,
115,228,86.4670588086797,7852.40130525896,7497.38778492485,-126.837462369979,6386.69211443792,5.71693378035267,9.42473334619459,-174.409810516204,40,0,0,90.7948448659121,0.716876478843953,2.60159393107312,5.27457810000551,-10.3087775442962,2,
116,230,86.2148876536964,7851.09600398019,7496.08614685942,-125.323141667709,6371.97129419228,5.72555354410867,9.51247789106006,-174.308456113818,40,0,0,90.6312308378553,0.721983220109441,2.69633124667373,5.28787204198199,-10.3410295981039,2,
117,232,85.9658042907594,7849.72869525846,7494.7222010457,-123.749390843608,6357.25229508056,5.734236469544,9.60017677230167,-174.207056835748,40,0,0,90.4632418369345,0.727003779101381,2.79320843896141,5.30117679911996,-10.3736199709475,2,
118,234,85.7199290701756,7848.29794310668,7493.29450483486,-122.11473011949,6342.53521131929,5.74298737751455,9.68782769061625,-174.105617527255,40,0,0,90.2907945768514,0.731923205226299,2.89216639897259,5.31449074175877,-10.4065524817105,2,
119,236,85.4773852264415,7846.80234529633,7491.80164940473,-120.417757617738,6327.82064919444,5.75180151478097,9.77542850462802,-174.004137338026,40,0,0,90.1137955515898,0.736726194333387,2.99314971199686,5.32781175579125,-10.4398297160767,2,
120,238,85.2382987130443,7845.24054650706,7490.24227290467,-118.657160864884,6313.10869663477,5.76067144853622,9.86298139331754,-173.902614340818,40,0,0,89.9321419762718,0.741400719572785,3.09606041453714,5.34113830166117,-10.4734550272741,2,
121,240,85.0027980084615,7843.61123760482,7488.61505979334,-116.831729314006,6298.39906618932,5.76963408297877,9.95048287231913,-173.801048574888,40,0,0,89.7457225981894,0.745931290608256,3.20082765085233,5.35446928374904,-10.5074322772202,2,
122,242,84.7710138977114,7841.91315347183,7486.91873867812,-114.940367414873,6283.69201163912,5.77864981997984,10.0379319322527,-173.699444075056,40,0,0,89.5544150556498,0.750304279827811,3.30730496660427,5.36780311010831,-10.5417639953819,2,
123,244,84.543079207588,7840.1451215936,7485.15213094113,-112.982127601023,6268.98798297087,5.78773099004451,10.1253289920896,-173.597797468278,40,0,0,89.358091823,0.754506558716858,3.41544297618222,5.38113809317098,-10.5764519193896,2,
124,246,84.3191285887491,7838.30596815868,7483.31405673837,-110.956123596418,6254.28667729234,5.79687946088355,10.212669659631,-173.496111774952,40,0,0,89.1566171110163,0.758532520728827,3.52522407348862,5.39447333790574,-10.6114991854719,2,
125,248,84.0992983982731,7836.39452961417,7481.40334656762,-108.86153968298,6239.58867193653,5.80609828353691,10.2999556264969,-173.394386846125,40,0,0,88.94984260023,0.762373905281976,3.6366237491775,5.40780705446684,-10.6469069490922,2,
126,250,83.8837265399499,7834.40966345525,7479.4188520503,-106.69764755472,6224.89386924962,5.81538617830845,10.3871861127013,-173.292622075819,40,0,0,88.7376109326488,0.766023244119182,3.74958869357819,5.42113819706752,-10.6826775469734,2,
127,252,83.6725522734914,7832.35025687784,7477.35945472966,-104.463822636857,6210.20229009877,5.82473926322534,10.4743564431684,-173.190821443538,40,0,0,88.5197541690347,0.769472588737548,3.86405154242711,5.43446564855776,-10.7188128450682,2,
128,254,83.4659159845291,7830.21525933143,7475.22409855038,-102.159567682021,6195.51461472609,5.83416576105351,10.5614684817932,-173.088982856748,40,0,0,88.2961018779126,0.772716390223484,3.9799004038522,5.44778767450698,-10.755312997691,2,
129,256,83.2639589075809,7828.00368953979,7473.01179696231,-99.7845344219513,6180.83056083955,5.84366608567147,10.6485203674027,-172.987106854546,40,0,0,88.0664789791516,0.775748934495467,4.0969961117428,5.46110366513437,-10.7921798439442,2,
130,258,83.0668228340289,7825.71461805985,7470.72161532019,-97.3385156166728,6166.15032039499,5.85321712601844,10.7355092492338,-172.885196165416,40,0,0,87.8307094759141,0.778567124710427,4.21518586542172,5.4744125860445,-10.8294139325596,2,
131,260,82.8746497431435,7823.34732884089,7468.35283311182,-94.8215354921072,6151.47434390286,5.86285177223629,10.8224356136816,-172.783247339164,40,0,0,87.5886251446006,0.781166535261032,4.33428067321263,5.48771338513289,-10.8670145471472,2,
132,262,82.6875814220859,7820.90112259734,7465.90474644358,-92.2337625912769,6136.80231612288,5.8725526204185,10.9092974311641,-172.681266089206,40,0,0,87.3400649285959,0.783548301103155,4.45405942625277,5.50100588826581,-10.9049824222035,2,
133,264,82.5057591000274,7818.37547750821,7463.37682940865,-89.5755913260364,6122.13490083022,5.8823209244784,10.9960938087487,-172.579247607575,40,0,0,87.0848776242375,0.78571334542539,4.574266244065,5.51428908004342,-10.9433155720624,2,
