mode,time,alt,speed,hdot,range,lat,long,pitch,roll,tgt_range,range_err,az_err,roll_ref,
4,65274.3709046396,7.46937029640563,179.390343688975,-46.4517297662307,25.3821912834573,34.6032219461588,-120.601696761009,-11.8635396546786,-26.3415600511524,14.4591420173413,0,0,0,0,
4,65274.5709046395,7.46009318179917,179.372855766696,-46.3466506430089,25.350030576905,34.6029859735167,-120.601450105687,-11.8305046776386,-25.9874853169036,14.4591420173413,0,0,0,0,
4,65274.7909046395,7.44991101891734,179.354489718533,-46.2346087006621,25.3145232876272,34.6027276637086,-120.60117697531,-11.809635000218,-26.0115031831822,14.4591420173413,0,0,0,0,
4,65274.9909046395,7.44067438295111,179.339062627639,-46.1436303834879,25.2831395382058,34.6024939798426,-120.60092705403,-11.7960967751019,-26.0741662741293,14.4591420173413,0,0,0,0,
4,65275.1909046394,7.43145663795993,179.321028066039,-46.0682193061419,25.250973500615,34.6022614022983,-120.600675599048,-11.7529531107651,-25.6861643386546,14.4591420173413,0,0,0,0,
4,65275.3909046394,7.42226246229559,179.299168914591,-45.9480492444158,25.2189733174209,34.6020299508476,-120.600422614018,-11.6565578171343,-24.1840822235817,14.4591420173413,0,0,0,0,
4,65275.6109046394,7.41218396638799,179.278082479178,-45.7530969737235,25.1841041919786,34.6017765872664,-120.600142599088,-11.5480743604408,-22.5418632839214,14.4591420173413,0,0,0,0,
4,65275.8109046393,7.40306087880861,179.25483863298,-45.5460083200768,25.1524125709038,34.6015472959879,-120.599886558628,-11.46343091505,-21.5669226922169,14.4591420173413,0,0,0,0,
4,65276.0109046393,7.39397728552949,179.226074753824,-45.3312708298578,25.1202891492687,34.6013189381573,-120.599629194591,-11.4088076140139,-21.8733702786972,14.4591420173413,0,0,0,0,
4,65276.2309046393,7.38403231522255,179.200995222173,-45.1090512852284,25.0849850450866,34.6010688251279,-120.599344578421,-11.3635958295196,-22.4914138229723,14.4591420173413,0,0,0,0,
4,65276.4309046392,7.37503435635846,179.176824439203,-44.9129554635652,25.0538918570009,34.6008424807652,-120.599084417481,-11.3092709435534,-22.3952366576666,14.4591420173413,0,0,0,0,
4,65276.6309046392,7.36607757268101,179.151161849512,-44.7096296602848,25.0220754696094,34.600617140427,-120.598822890805,-11.2382554844429,-22.2038824883313,14.4591420173413,0,0,0,0,
4,65276.8309046392,7.35716327989567,179.120150497885,-44.4827542197266,24.9903251629481,34.6003928097412,-120.598560006539,-11.1618838378588,-22.8539399805044,14.4591420173413,0,0,0,0,
4,65277.0509046391,7.34741255701054,179.084669204747,-44.2127975926242,24.9558069058054,34.6001472660296,-120.598269202046,-11.0786011350052,-23.7134291976666,14.4591420173413,0,0,0,0,
4,65277.2509046391,7.33860013170075,179.048767332261,-43.9525181016638,24.9245273564983,34.5999252145976,-120.598003284594,-11.018959470344,-24.6269532307687,14.4591420173413,0,0,0,0,
4,65277.4509046391,7.32983881584275,179.009884781912,-43.7042045954214,24.8929928429837,34.5997043528557,-120.597735829269,-10.9651016834964,-24.7828767080437,14.4591420173413,0,0,0,0,
4,65277.670904639,7.3202566581713,178.969087438074,-43.4510984836507,24.8578002610534,34.5994628157202,-120.597439843038,-10.9085492533146,-24.6515273473583,14.4591420173413,0,0,0,0,
4,65277.870904639,7.31159026502538,178.929302888668,-43.2442055924221,24.8269994670749,34.5992445106254,-120.597169187094,-10.868348794857,-25.1191121850355,14.4591420173413,0,0,0,0,
4,65278.070904639,7.30295974646136,178.889078841095,-43.0611758858881,24.7956203561388,34.5990274255847,-120.596897065325,-10.8611250376756,-26.6047602013271,14.4591420173413,0,0,0,0,
4,65278.2709046389,7.29435808646493,178.852516500091,-42.9206151740242,24.7641826509449,34.598811625138,-120.5966234308,-10.9009672332567,-28.3273639346929,14.4591420173413,0,0,0,0,
4,65278.4909046389,7.28491514844913,178.81410544917,-42.8649937669081,24.7299858677851,34.5985758368006,-120.596320626925,-11.0049510207646,-29.7660216812192,14.4591420173413,0,0,0,0,
4,65278.6909046389,7.27632918341644,178.786678959987,-42.9342370799707,24.698921083547,34.5983629691815,-120.596043766798,-11.098576133521,-30.0436543458863,14.4591420173413,0,0,0,0,
4,65278.8909046388,7.26772469837405,178.76693855375,-43.0691327418375,24.6673762707908,34.5981514871533,-120.595765497286,-11.163701743433,-29.780799344611,14.4591420173413,0,0,0,0,
4,65279.1109046388,7.25822631302569,178.748030765571,-43.243745696829,24.6328874786209,34.5979204099284,-120.59545786158,-11.2151904404301,-29.912292107077,14.4591420173413,0,0,0,0,
4,65279.3109046388,7.24955774909724,178.733467033258,-43.4041045698618,24.6021920838377,34.5977117364683,-120.595176829371,-11.255499672756,-30.6117367118542,14.4591420173413,0,0,0,0,
4,65279.5109046387,7.2408590573743,178.719616273709,-43.5554300726586,24.5709231529812,34.5975044307634,-120.594894461264,-11.2804152439574,-31.2501452301484,14.4591420173413,0,0,0,0,
4,65279.7109046387,7.23213538593426,178.704658764785,-43.6790664446247,24.5398439691214,34.5972985542671,-120.594610703979,-11.2763612984039,-31.2113390768769,14.4591420173413,0,0,0,0,
4,65279.9309046387,7.22251772035658,178.687541356978,-43.76638211812,24.5057774541759,34.5970737846719,-120.594296908446,-11.2505273522962,-30.8284993945857,14.4591420173413,0,0,0,0,
4,65280.1309046386,7.21376145975199,178.666298310577,-43.8014935157164,24.4746877587183,34.5968710030967,-120.594010104719,-11.2338544890497,-30.9765538830295,14.4591420173413,0,0,0,0,
4,65280.3309046386,7.20499607847538,178.640478480716,-43.8207127617208,24.4436253949767,34.5966697243083,-120.59372182969,-11.2590811022476,-32.3857358005497,14.4591420173413,0,0,0,0,
4,65280.5509046386,7.19534641991742,178.618549139187,-43.8608674881932,24.409154715786,34.5964501487834,-120.593402949876,-11.3061895469245,-34.0337220407221,14.4591420173413,0,0,0,0,
4,65280.7509046385,7.1865667792866,178.594532349446,-43.9137736579836,24.3785863380453,34.5962523190722,-120.593111360467,-11.3281506263695,-34.6431709040845,14.4591420173413,0,0,0,0,
4,65280.9509046385,7.17778080238588,178.572504242237,-43.9576241506416,24.3473292002914,34.5960562684322,-120.592818111156,-11.3127229071914,-34.3499139817966,14.4591420173413,0,0,0,0,
4,65281.1509046385,7.16898893136531,178.550417714807,-43.978770787437,24.316193619133,34.5958620020678,-120.592523200835,-11.2873301215711,-34.1545449321211,14.4591420173413,0,0,0,0,
4,65281.3709046384,7.15931257826649,178.523176157159,-43.973339559566,24.2822463933196,34.5956503653954,-120.592196898925,-11.2916932563327,-34.7493258602885,14.4591420173413,0,0,0,0,
4,65281.5709046384,7.15050971279759,178.500061859611,-43.982083017106,24.2509672239846,34.5954598827617,-120.591898506196,-11.385572037733,-35.7980398355096,14.4591420173413,0,0,0,0,
4,65281.7709046384,7.14169050152879,178.483104833949,-44.1013835341288,24.2200899000258,34.595271242706,-120.591598483234,-11.5438147964254,-36.3543296276415,14.4591420173413,0,0,0,0,
4,65281.9909046383,7.13194906151388,178.475135356032,-44.3534983948951,24.1855119547942,34.5950658160043,-120.591266730649,-11.7166307449892,-36.0402689774534,14.4591420173413,0,0,0,0,
4,65282.1909046383,7.12303906707,178.475914813669,-44.6459144004642,24.1547107687449,34.5948808760416,-120.590963695933,-11.8582707334426,-35.7227907414183,14.4591420173413,0,0,0,0,
4,65282.3909046383,7.11406811918132,178.481997710375,-44.9674462224277,24.1234304644135,34.5946976016656,-120.590659380682,-11.985095182514,-35.7214181897398,14.4591420173413,0,0,0,0,
4,65282.5909046383,7.10503265256155,178.491897649434,-45.2980976529043,24.092306224943,34.5945159704369,-120.590353821899,-12.0973034505079,-35.952223590552,14.4591420173413,0,0,0,0,
4,65282.8109046382,7.09501999066304,178.505918737597,-45.6538725502714,24.0583721376439,34.5943180919579,-120.590016272698,-12.1940362707981,-36.0508696285632,14.4591420173413,0,0,0,0,
4,65283.0109046382,7.08585414679814,178.520590425785,-45.9520529498214,24.0273784478005,34.5941399733996,-120.589708079402,-12.2571652883495,-35.871428248691,14.4591420173413,0,0,0,0,
4,65283.2109046382,7.07663298588153,178.536353983797,-46.217501695883,23.9961301427998,34.5939635643165,-120.589398599732,-12.3065356833591,-35.6530627916524,14.4591420173413,0,0,0,0,
4,65283.4309046381,7.06643282462377,178.554349914683,-46.4727611418713,23.9615795136903,34.5937715110105,-120.589056656318,-12.3537720807121,-35.5026420568038,14.4591420173413,0,0,0,0,
4,65283.6309046381,7.05711455594003,178.571150967355,-46.6760501270792,23.9310918519911,34.5935987537488,-120.588744404092,-12.3927409616261,-35.4145409108728,14.4591420173413,0,0,0,0,
4,65283.8309046381,7.04775833992008,178.588285225868,-46.8562048820166,23.8997457161168,34.5934277668453,-120.588430805362,-12.4273403581241,-35.3098544588384,14.4591420173413,0,0,0,0,
4,65284.030904638,7.0383686748175,178.605579670299,-47.0148314707381,23.8688818346749,34.5932585694197,-120.588115853092,-12.4570627996087,-35.1844050936004,14.4591420173413,0,0,0,0,
4,65284.250904638,7.02800628542528,178.62459766758,-47.1661265826754,23.834603086,34.5930745392807,-120.587767830421,-12.4844595588735,-35.04909425436,14.4591420173413,0,0,0,0,
4,65284.450904638,7.01855952694733,178.641664834878,-47.2815165018028,23.8036439331952,34.5929091530302,-120.587450012366,-12.5052285375158,-34.9351358875082,14.4591420173413,0,0,0,0,
4,65284.6509046379,7.00909126333427,178.657527069035,-47.3666110641571,23.7720832939001,34.5927456176938,-120.587130806198,-12.5486214326862,-34.8313259874228,14.4591420173413,0,0,0,0,
4,65284.8709046379,6.99865099312458,178.677735933847,-47.4890123396763,23.7377701974374,34.5925678734647,-120.586778094827,-12.6395333410895,-34.7284253296213,14.4591420173413,0,0,0,0,
4,65285.0709046379,6.98913010033313,178.700382894302,-47.6465241608485,23.7069058305183,34.592408198004,-120.586456079204,-12.7429026444677,-34.6400681075203,14.4591420173413,0,0,0,0,
4,65285.2709046378,6.97957285537571,178.72684127657,-47.8392679606051,23.6757273774136,34.5922503040336,-120.586132827905,-12.8648306841658,-34.5557499904276,14.4591420173413,0,0,0,0,
4,65285.4709046378,6.96997071033996,178.758534460646,-48.0867456768845,23.6445834396509,34.592094149866,-120.585808406646,-12.9994626117876,-34.4753684674063,14.4591420173413,0,0,0,0,
4,65285.6909046378,6.95934635013528,178.798928142095,-48.407065214173,23.6103928275831,34.5919243296375,-120.585450287804,-13.1377985244541,-34.4105011119673,14.4591420173413,0,0,0,0,
4,65285.8909046377,6.94962412529811,178.836694065567,-48.715836007253,23.5794153022702,34.5917716845042,-120.585123638381,-13.2636362972954,-34.8334677707876,14.4591420173413,0,0,0,0,
4,65286.0909046377,6.93983821192291,178.879885337655,-49.0394500836632,23.5482367607096,34.5916206945276,-120.584795975695,-13.3912187872566,-35.5671762667235,14.4591420173413,0,0,0,0,
4,65286.3109046377,6.929001100678,178.929898172082,-49.3963138563307,23.5136013892634,34.5914565736286,-120.584434354975,-13.5040352794542,-35.865355400123,14.4591420173413,0,0,0,0,
4,65286.5109046376,6.9190851592673,178.976759861022,-49.7009233617759,23.4829008802502,34.5913092143171,-120.584104496608,-13.5796916051342,-35.8117451300077,14.4591420173413,0,0,0,0,
4,65286.7109046376,6.90911268730648,179.024598264688,-49.9766249629185,23.4517915681794,34.5911636418776,-120.583773558925,-13.6361994769774,-35.6229159042541,14.4591420173413,0,0,0,0,
4,65286.9109046376,6.8990875756843,179.071126287591,-50.2239177779955,23.4206273061384,34.5910198730513,-120.583441525274,-13.6938502014312,-35.8156201440937,14.4591420173413,0,0,0,0,
4,65287.1309046375,6.88800193495862,179.122599526876,-50.4721982775366,23.3867242788899,34.5908638465257,-120.583075001246,-13.7921640138787,-36.8616180499037,14.4591420173413,0,0,0,0,
4,65287.3309046375,6.87787462526932,179.169697198759,-50.714300954693,23.3554887339907,34.5907240109549,-120.582740590619,-13.9087557732892,-37.2171263712423,14.4591420173413,0,0,0,0,
4,65287.5309046375,6.86769524309877,179.223310187748,-50.9964523710386,23.3243604560801,34.5905861008986,-120.58240506624,-14.0278917934775,-36.8474793846378,14.4591420173413,0,0,0,0,
4,65287.7509046374,6.85642784051597,179.287724568921,-51.3438523283253,23.2898316557996,34.5904365600627,-120.582034774639,-14.1673057270625,-36.6285435824859,14.4591420173413,0,0,0,0,
4,65287.9509046374,6.8461143346522,179.350883413657,-51.688459554263,23.2590384557072,34.5903025156957,-120.581697111447,-14.302917972121,-36.8292801625841,14.4591420173413,0,0,0,0,
4,65288.1509046374,6.83572822946869,179.417584778931,-52.0576825593198,23.2280076815737,34.5901702522347,-120.581358506185,-14.4490363867752,-37.4099033962112,14.4591420173413,0,0,0,0,
4,65288.3509046373,6.82526593124401,179.488290505871,-52.4473055197315,23.1969916761665,34.5900397806878,-120.581018980534,-14.5969025042871,-38.0880533210285,14.4591420173413,0,0,0,0,
