mode,time,alt,speed,mach,hdot,range,lat,long,pitch,roll,tgt_range,range_err,az_err,roll_ref,l_d,
1,85215.4341907444,91.2580005514911,7972.21218818586,28.5558275844322,-98.4130400208896,5831.25953685116,74.6821638010452,-47.0236267736981,37.9173237406744,-74.0604578823728,5831.25953685116,3.31588535132596,-16.402841398535,55.4872738956896,0.993468475706928,
1,85218.794190745,90.9282019369248,7970.73433823301,28.5659892930347,-97.8956067422318,5805.6452071529,74.7263917513339,-47.9080420607456,37.9826355423647,-74.0907612162362,5805.6452071529,5.88531044229694,-16.4720830951128,55.5248798878884,0.994106210532038,
1,85222.1541907457,90.6001663785037,7969.14975209089,28.5726727264976,-97.3636335058368,5780.04361066414,74.7671881893051,-48.7971086704148,38.0924871660454,-74.137653971589,5780.04361066414,4.17716594779358,-16.5412816182069,55.5484177545625,0.987306348046783,
1,85225.5141907464,90.273942558811,7967.45125710448,28.5762081199236,-96.8171550933821,5754.4551502263,74.8045234819991,-49.6904623392101,38.1010141158242,-74.1720173931238,5754.4551502263,-5.94854321506136,-16.6104089950024,55.5036856835214,0.985804346620865,
1,85228.8541907471,89.9515056990981,7965.66819154443,28.5764658765861,-96.2602788565955,5728.88020680644,74.8381791864407,-50.5823760027354,37.9913169290185,-74.1445433938405,5728.88020680644,7.46938952908476,-16.6794601911006,55.5605540560924,0.988573986814015,
1,85232.1541907478,89.6347697451394,7963.81806686725,28.5733643683691,-95.7026567536846,5705.87458067228,74.8680224513584,-51.4670340337491,37.9432424066176,-74.2014605632599,5705.87458067228,8.43021436372601,-16.7415236335869,55.612008819397,0.989696227519517,
1,85235.4941907484,89.3160840790365,7961.8313876898,28.5665745018252,-95.1255726199822,5680.32623463765,74.8947545708242,-52.3654970816763,38.0675625404018,-74.2543311052179,5680.32623463765,6.73796320006113,-16.8103336156031,55.6509166125225,0.987451579406456,
1,85238.8341907491,88.9993673570557,7959.71042476933,28.5558721938479,-94.52453870521,5654.79248030021,74.9179725512713,-53.2666599050213,38.0936290939153,-74.3023097557712,5654.79248030021,0.25904701311083,-16.8789608123192,55.6466515088057,0.989848353744819,
1,85242.1941907498,88.6828022357812,7957.46768828297,28.5411728119205,-93.907918737824,5629.2737387535,74.9377657729289,-54.1755287575985,38.0183085166962,-74.3277136211372,5629.2737387535,8.55790305972459,-16.9473772368534,55.7054086200613,0.99637845091862,
1,85245.5541907505,88.3683259793827,7955.1064066134,28.5242181227072,-93.2820923966907,5603.77038055504,74.9539690761149,-55.0862919329205,37.9859396298601,-74.3892672251533,5603.77038055504,0.871042463902086,-17.015547272142,55.703771606457,0.98889364995385,
1,85248.9141907512,88.055975474081,7952.61873202133,28.5058481175904,-92.6406261293982,5578.2828103057,74.9665693964409,-55.9985185774955,37.9790866110498,-74.3959319042938,5578.2828103057,2.97610537055061,-17.0834415110349,55.7235077591323,0.988587229024751,
1,85252.2741907519,87.7458068543039,7949.99859070367,28.486071599334,-91.979974001263,5552.81145211424,74.9755562448359,-56.91177154033,37.9669209589567,-74.4224696306533,5552.81145211424,1.28090646369401,-17.1510207867487,55.7296613916736,0.991481860839228,
1,85255.5941907525,87.441557267976,7947.27204330635,28.4651637628922,-91.3055815147915,5529.90144378132,74.9808792353191,-57.814728716556,37.9916850983482,-74.4421241895046,5529.90144378132,2.37611017396557,-17.2115293228413,55.7448959131728,0.990454877781111,
1,85258.9341907532,87.1377558587482,7944.38821994917,28.4427801638003,-90.6106097765045,5504.46208906096,74.9826615386723,-58.7232670236145,37.9673881322415,-74.4739256153449,5504.46208906096,-0.924468833492938,-17.2783505834371,55.7363845082496,0.990347955565919,
1,85262.2941907539,86.8345141951274,7941.3454024177,28.4189387977032,-89.8916156428865,5479.04021346264,74.9808363242541,-59.6369468376366,38.0137450557737,-74.4742577444811,5479.04021346264,8.68989448893717,-17.3447047726972,55.7971081281479,0.991811944318651,
1,85265.6541907546,86.5337101556649,7938.13870022136,28.3937311045277,-89.1592556353113,5453.63628705074,74.9753821684124,-60.5498793543047,38.0505408247264,-74.5422583085732,5453.63628705074,-1.49817262133911,-17.4105317559961,55.7790226039305,0.988937454606884,
1,85269.0141907553,86.235397061022,7934.77644260783,28.3672184801332,-88.4035155990313,5428.25079064564,74.9663018340032,-61.4616162339181,38.0309815270278,-74.5372717367639,5428.25079064564,4.64324260239118,-17.4757800525378,55.8123654659934,0.990182782085097,
1,85272.374190756,85.9396632089317,7931.25230275906,28.3394219816523,-87.6266296671553,5402.8841908392,74.9536009456093,-62.3717122562735,38.0535235720138,-74.5803699734424,5402.8841908392,2.36115569625599,-17.5404091048149,55.8244948225766,0.988784779334592,
1,85275.7341907566,85.6465766928783,7927.55146784594,28.310058689962,-86.8284715793759,5377.53698501398,74.9372877318036,-63.2797236169752,38.0427202811928,-74.6042526185739,5377.53698501398,6.17142637333018,-17.6043718250885,55.864966396488,0.993345346964096,
1,85279.0541907573,85.3596344458582,7923.73996714829,28.2766424028737,-86.0240512812851,5354.74148810457,74.9176313674896,-64.1744487361784,37.9794248710909,-74.6564379550984,5354.74148810457,2.65078385114612,-17.6613602778986,55.8777276687721,0.992514644153354,
1,85282.394190758,85.073704474357,7919.7306214922,28.238045769978,-85.1919616248065,5329.43245429501,74.8943220142854,-65.0716567722286,38.0090689606335,-74.6727773271551,5329.43245429501,2.33820621424456,-17.7239871326145,55.8914761477011,0.991471750850638,
1,85285.7541907587,84.7888985443367,7915.51109822573,28.1945604377291,-84.3344050178862,5304.14424779553,74.8673120393027,-65.9708712170707,37.9903333079657,-74.6972427589588,5304.14424779553,-3.2487174302878,-17.7858201858926,55.8669955184378,0.991114533631478,
1,85289.1141907594,84.5070130563546,7911.11715044938,28.1468635845364,-83.4554650287652,5278.87736976724,74.8365567141146,-66.8716095706195,37.9602776077723,-74.6862629894017,5278.87736976724,3.82191815583337,-17.8468745434742,55.8962027394302,0.992254112294037,
1,85292.4741907601,84.2281138038188,7906.53247740702,28.0953069160907,-82.554404950631,5253.63231904972,74.802655033252,-67.7575091916795,37.986876879205,-74.7074361280103,5253.63231904972,0.344574683328574,-17.9070537474437,55.8951468251304,0.986647387931519,
1,85295.8341907607,83.952272079193,7901.7487211991,28.0402465450039,-81.6352006576687,5228.40964365125,74.765053273391,-68.6493848764709,37.9930642737027,-74.7278201340748,5228.40964365125,-0.627586890630482,-17.9662819096439,55.8905133023814,0.986690031557343,
1,85299.1941907614,83.6795656519616,7896.75970537214,27.9820371596184,-80.69118634145,5203.20988221998,74.7239702200751,-69.5257400888937,38.0290149460103,-74.7168466678839,5203.20988221998,-0.360223483161462,-18.0245485999806,55.8885935549229,0.986395044481808,
1,85302.5141907621,83.4132566941129,7891.62060675542,27.921748995527,-79.7363976925013,5180.55016636253,74.6799848242307,-70.3915856160369,38.0303186140616,-74.7140935837282,5180.55016636253,2.74237325534887,-18.0761217577881,55.9078179701138,0.992168400152399,
1,85305.8741907628,83.1469968255283,7886.21177051013,27.8582813055134,-78.7505478091906,5155.39551685453,74.6320677437741,-71.2621597350599,38.0282061165627,-74.745271957327,5155.39551685453,0.391926660564422,-18.1324337047863,55.9080709170466,0.990714930169796,
1,85309.2341907635,82.8840864874944,7880.58313540494,27.7926295557864,-77.7442287014948,5130.26543558132,74.5804459888923,-72.1317712021013,38.024189413496,-74.7538301204463,5130.26543558132,-1.21620757824439,-18.1876558626777,55.8993463334956,0.986334565077419,
1,85312.6141907642,82.6230603110604,7874.69577009225,27.7246803166179,-76.7104782563081,5105.16050274151,74.5257657431264,-72.989787528419,38.0213261429613,-74.7337570848621,5105.16050274151,-1.11878293148948,-18.2417489943874,55.8927206221984,0.985572077350154,
1,85315.9541907648,82.3685916615166,7868.64917889283,27.6559096224119,-75.6664711700342,5080.08131622038,74.4677687314096,-73.8410472170375,37.9998444133802,-74.7266619901278,5080.08131622038,5.50520676010183,-18.2946770604216,55.9316661392681,0.992892570275838,
1,85319.3141907655,82.1161397220967,7862.342754761,27.5853861158703,-74.5946074739261,5055.02847626395,74.4064939595029,-74.6852400630709,37.949798428772,-74.7630436552433,5055.02847626395,-4.18875686688716,-18.3464128440664,55.8978782734016,0.991853007762706,
1,85322.6941907662,81.8658394946428,7855.75131973033,27.5132628144485,-73.5071934363945,5030.00256415153,74.341982233351,-75.5220715943779,38.0095772752726,-74.728207222905,5030.00256415153,-8.42031930756457,-18.3968813171538,55.8435781768064,0.977590001506488,
1,85325.9941907669,81.625071793654,7849.05545696555,27.4418513671925,-72.4139585434372,5007.50283463693,74.2755127467551,-76.3365209193117,38.0109400828004,-74.6686076625114,5007.50283463693,-7.01110835087366,-18.4411475077838,55.8027926275706,0.977163451672903,
1,85329.3541907676,81.3836755177099,7842.00900776878,27.3684647370919,-71.2758334322109,4982.52994010877,74.2047118471334,-77.1579437129075,37.9599423317572,-74.6202455979741,4982.52994010877,-3.23182141148482,-18.4891105526562,55.7867760624398,0.980227520684908,
1,85332.7141907683,81.1461457504723,7834.65164647395,27.294035888105,-70.1057702747594,4957.58583661499,74.1303560723457,-77.9760317598093,38.0577129407714,-74.5970461158235,4957.58583661499,-2.09300710055868,-18.5356856189919,55.775228801769,0.97640408451955,
1,85336.0941907689,80.9111845923476,7827.05485202278,27.2195550252797,-68.9196226301,4932.67125498271,74.0533723846839,-78.7808660968406,38.0106224790175,-74.5801468743386,4932.67125498271,-5.56212777861947,-18.5807629552392,55.7387586059211,0.976118466560165,
1,85339.4541907696,80.6816408990268,7819.22660745492,27.1449320049294,-67.7156393095726,4907.78682178875,73.9733781190817,-79.5770971670118,38.0181080398298,-74.5372914719423,4907.78682178875,1.00580936465121,-18.6244455398618,55.7506576917,0.975240023183049,
