dtegd,tgtsite,alpha,delaz,drag,egflg,hls,lod,rdot,roll,trange,ve,vi,xlfac,cd,mm304ph,mm304al,ital,aclam,aclim,acmd1,aldref,alpcmd,rolcmd,spdbcmd,alpdot,a_0,a_1,a_2,cag,cdcal,cq1_0,cq1_1,cq1_2,cq2_0,cq2_1,cq2_2,cq3_0,cq3_1,cq3_2,c16,c17,c2,d23,ddp,delalp,dlrdot,drdd,drefp,drefp1,drefp3,drefp4,drefp5,dx_0,dx_1,dx_2,dzold,eef,eg_end,eowd,hs,ialp,ict,idbchg,islect,itran,lmflg,lmn,lodv,lodx,n_quad_seg,q_0,q_1,q_2,q_3,rcg,rcg1,rdealf,rdtref,rdtrf1,rdtrft,req1,rer1,rf_0,rf_1,rf_2,rff1,rdtrf,rk2rol,rk2rlp,rlm,rollc_0,rollc_1,rollc_2,rollc_3,rolref,rpt,rrflag,start,t2,t2dot,vb2,vcg,ve2,vf_0,vf_1,vf_2,vo_0,vo_1,vo_2,vq2,vsat2,vsit2,vtrb,vx_0,vx_1,vx_2,xlod,zk,tran2f_nom,tran3f_nom,tran4f_nom,tran5f_nom,tran5f_vtran,tran3f_vb1,tran3f_drefp4,tran4f_alfm,tran4f_drefp4,dummy,tgtsite0,
2,Edwards,40,-2.49717477468014,1.76051688911231,0,293244.301319939,0.700503742650868,-446.341709632813,0,3585.71395616391,24603.1030826548,25767.1564931149,2.38561779800601,0,0,40,False,43,37,40,0.700503742650868,40,0,0,0,0,-3.4573,-4.76,606750593.283057,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,1,0,0,312091182.798536,False,9700105.14075143,22345.8691384326,7,False,False,1,False,False,0,0.700503742650868,0.700503742650868,0,0,0,0,0,0,1076.97466953757,0,0,0,0,0,0,0,0,0,0,0,-1,-1,90,0,0,0,0,0,387.625756653778,False,1,12.7389041389066,0.0143442865832872,361000000,10499,605312681.295737,0,22000,0,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.700503742650868,0,False,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.49863060435813,1.83214325804694,0,292354.910714038,0.705421666290017,-443.023481742304,0,3577.76489302081,24600.6487112893,25764.6513900867,2.49062891851687,0,0,40,False,43,37,40,0.705421666290017,40,0,0,0,0,-3.4573,-4.76,606629978.17214,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,1,0,0,312002185.405445,False,9697339.01303675,22348.1872921872,7,False,False,1,False,False,0,0.705421666290017,0.705421666290017,0,0,0,0,0,0,1076.97466953757,0,0,0,0,0,0,0,0,0,0,0,-1,-1,90,0,0,0,0,0,387.625756653778,False,1,12.7675313333238,0.0143135972085844,361000000,10499,605191917.016262,0,22000,0,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.705421666290017,0,False,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.50016822840557,1.90588532120207,0,291472.300251587,0.710344266970614,-439.560640646485,0,3569.81281207311,24598.0398386916,25761.9931050982,2.59918632668389,0,0,40,False,43,37,40,0.710344266970614,40,0,0,0,0,-3.4573,-4.76,606501783.620368,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,1,0,0,311909611.741225,False,9694461.7312496,22350.6513723558,7,False,False,1,False,False,0,0.710344266970614,0.710344266970614,0,0,0,0,0,0,1076.97466953757,0,0,0,0,0,0,0,0,0,0,0,-1,-1,90,0,0,0,0,0,387.625756653778,False,1,12.7961174411288,0.0142930539024801,361000000,10499,605063563.90586,0,22000,0,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.710344266970614,0,False,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.50173048456335,1.98179175547029,0,290596.764291378,0.715270230183124,-435.94802752118,0,3561.86109386517,24595.2730637043,25759.1770084416,2.71138621851091,0,0,40,False,43,37,40,0.715270230183124,40,0,0,0,0,-3.4573,-4.76,606365844.948103,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,1,0,0,311813388.833401,False,9691471.02733265,22353.2645913313,7,False,False,1,False,False,0,0.715270230183124,0.715270230183124,0,0,0,0,0,0,1076.97466953757,0,0,0,0,0,0,0,0,0,0,0,-1,-1,90,0,0,0,0,0,387.625756653778,False,1,12.8246443023228,0.0142634305970155,361000000,10499,604927457.07818,0,22000,0,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.715270230183124,0,False,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.50328224396898,2.05989660117663,0,289728.607646943,0.720195654949534,-432.180353788445,0,3553.9134951527,24592.3423189553,25756.19837045,2.8273008170988,0,0,40,False,43,37,40,0.720195654949534,40,0,0,0,0,-3.4573,-4.76,606221866.723557,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,1,0,0,311713378.588773,False,9688362.60921158,22356.0326797467,7,False,False,1,False,False,0,0.720195654949534,0.720195654949534,0,0,0,0,0,0,1076.97466953757,0,0,0,0,0,0,0,0,0,0,0,-1,-1,90,0,0,0,0,0,387.625756653778,False,1,12.8530885230652,0.0142221103711986,361000000,10499,604783300.732681,0,22000,0,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.720195654949534,0,False,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.50492288009408,2.14022076898983,0,288868.145790151,0.725115251688331,-428.252254403336,0,3545.96288325317,24589.24374285,25753.0523965855,2.9469810682336,0,0,40,False,43,37,40,0.725115251688331,40,0,0,0,0,-3.4573,-4.76,606069662.157352,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,0,1,0,0,311609497.645297,False,9685133.88591089,22358.9592848782,7,False,False,1,False,False,0,0.725115251688331,0.725115251688331,0,0,0,0,0,0,1076.97466953757,0,0,0,0,0,0,0,0,0,0,0,-1,-1,90,0,0,0,0,0,387.625756653778,False,1,12.8814735863741,0.0141925316544587,361000000,10499,604630907.845289,0,22000,0,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.725115251688331,0,False,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.50660379673743,2.22277393097223,0,288015.704994154,0.730022659418619,-424.158298441081,0,3538.01302061305,24585.9717307817,25749.7342450258,3.07045886422852,0,0,40,False,43,37,40,-0.00329497587307287,40,0,0,0,0,-3.4573,14904.3690496291,605908959.120911,0.841004034804092,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.125005503838879,0.014,-0.00953056337096145,16.3676228339913,-2.88782595811466,0,0,-174.013842218498,5.11059988908689,-5.63433739423797,-4.50846572111165,12.5579153741666,0,0,1,0.548915922926454,-2.50660379673743,311501620.265881,False,9681780.94939643,22362.0497002767,7,False,False,2,True,True,0.730022659418619,0.730022659418619,5.11438321990051,2,0,2.3136945096272E-05,1.77291789198627E-05,1.36459560509575E-05,324.228757940136,1076.97466953757,0,-32.8246692712372,-89.1182529275532,0,7613.53361661533,0,0,84139118.620252,148491704.540473,38286.1017188043,-32.8245602506019,-1,-1,90,0,0,0,-90.258606838693,0,387.625756653778,False,2,12.9097765908804,0.0141515022531218,361000000,15500.0780159327,604470005.946798,0,22000,24585.9717307817,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.730022659418619,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.5082194731674,2.30755841536521,0,287171.622395711,0.734910231594779,-419.893059690135,0,3530.07086109,24582.5219447621,25746.2390574567,3.19775182741599,0,0,40,False,43,37,40,-0.00159303043627339,40,0,0,0,0,-3.4573,14904.3690496291,605739548.005387,0.841004047440475,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.12453843214878,0.014,-0.0095268821688641,16.3613008018973,-2.80469780297832,0,0,-181.896980783421,5.11225621834353,-5.61683870448186,-4.49167798382134,12.5872842643483,0,0,1,0.548915922926454,-2.5082194731674,311389652.361316,False,9678300.87528177,22365.3080231722,7,False,False,2,True,True,0.734910231594779,0.734910231594779,5.06770085287996,2,0,2.31392816045621E-05,1.77372712584774E-05,1.36565598930909E-05,166.373954895206,1076.97466953757,0,-32.8512783570243,-89.1093143900499,0,10450.9792797014,0,0,84139118.620252,148220182.170608,38241.4148929989,-32.8511632365435,-1,-1,90,0,0,0,-90.1241974709141,0,387.625756653778,False,2,12.9379627674921,0.0140930883058692,361000000,13302.2141264375,604300385.164712,0,22000,24582.5219447621,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.734910231594779,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.50991244957768,2.3945581501063,0,286336.245999019,0.739768151320248,-415.451107599199,0,3522.12608014541,24578.8893460192,25742.5619651941,3.32884448066859,0,0,40,False,43,37,40,0.000147667632342585,40,0,0,0,0,-3.4573,14904.3690496291,605561185.101843,0.841004060767973,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.124078383133106,0.014,-0.00954316200540431,16.3892595084205,-2.73026771643999,0,0,-181.123469743021,5.1248258665463,-5.61027730589701,-4.48348535671638,12.6139063969867,0,0,1,0.548915922926454,-2.50991244957768,311273483.1207,False,9674690.21945358,22368.7390126849,7,False,False,2,True,True,0.739768151320248,0.739768151320248,5.01641338685595,2,0,2.31417421672339E-05,1.77457966351654E-05,1.36677373680353E-05,166.022097361841,1076.97466953757,0,-32.9488773686794,-89.288474827711,0,10456.7372387282,0,0,84139118.620252,147934520.747245,38194.4010787354,-32.9487559563414,-1,-1,90,0,0,0,-89.9885629948451,0,387.625756653778,False,2,12.9660673222912,0.0140522773995597,361000000,13296.9093196213,604121801.483854,0,22000,24578.8893460192,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.739768151320248,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.51160510431289,2.48373749115105,0,285509.934590765,0.744588178363839,-410.827091909197,0,3514.185468202,24575.0690167301,25738.6981402598,3.46369338167471,0,0,40,False,43,37,40,0.0019702267122764,40,0,0,0,0,-3.4573,14904.3690496291,605373632.98199,0.84100407480804,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.123625509666836,0.014,-0.00955905496854727,16.416553805338,-2.6536665664441,0,0,-180.243971696225,5.13740405759515,-5.60260006143556,-4.47423893680778,12.6403822965142,0,0,1,0.548915922926454,-2.51160510431289,311153005.224047,False,9670945.64629973,22372.3473136984,7,False,False,2,True,True,0.744588178363839,0.744588178363839,4.96282611627606,2,0,2.31443301526352E-05,1.77547672529922E-05,1.36795054516814E-05,167.57610629122,1076.97466953757,0,-33.0474504260408,-89.46550665743,0,10431.2899195097,0,0,84139118.620252,147634372.59471,38145.003055969,-33.0473225287489,-1,-1,90,0,0,0,-89.848391620618,0,387.625756653778,False,2,12.9940552256659,0.0139939516873389,361000000,13320.3225137895,603934017.177048,0,22000,24575.0690167301,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.744588178363839,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.51336634186812,2.57507362597575,0,284693.057579062,0.749357462559898,-406.015751229803,0,3506.24234995455,24571.0561438958,25734.6427926022,3.60225852600329,0,0,40,False,43,37,40,0.00387626959072045,40,0,0,0,0,-3.4573,14904.3690496291,605176659.720536,0.841004089582059,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.123179858045896,0.014,-0.00957456798605277,16.4431955902635,-2.5749272728966,0,0,-179.376915299776,5.15000089887235,-5.59378784359027,-4.46391925288988,12.6667312543781,0,0,1,0.548915922926454,-2.51336634186812,311028114.44779,False,9667063.91644774,22376.1374720904,7,False,False,2,True,True,0.749357462559898,0.749357462559898,4.90686029339973,2,0,2.31470488613962E-05,1.77641951275564E-05,1.36918809610746E-05,169.088079796498,1076.97466953757,0,-33.1470858241532,-89.6405153591729,0,10406.48917068,0,0,84139118.620252,147319401.690648,38093.1655225435,-33.1469512467371,-1,-1,90,0,0,0,-89.703619581618,0,387.625756653778,False,2,13.0219472199458,0.0139459971399418,361000000,13343.0629574706,603736800.026482,0,22000,24571.0561438958,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.749357462559898,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.51517107219811,2.66851580513525,0,283885.994749492,0.754064811473928,-401.011975293148,0,3498.30004821567,24566.8462389234,25730.3912086641,3.74445964843854,0,0,40,False,43,37,40,0.0058674416641778,40,0,0,0,0,-3.4573,14904.3690496291,604970049.685031,0.841004105110537,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.122741573482195,0.014,-0.00958967656548228,16.4691428003112,-2.49409349727438,0,0,-178.522730874688,5.16260930240963,-5.58380472800598,-4.45249372136666,12.6929328971798,0,0,1,0.548915922926454,-2.51517107219811,310898715.058522,False,9663042.05440798,22380.1137273369,7,False,False,2,True,True,0.754064811473928,0.754064811473928,4.84843948291998,2,0,2.31499013777696E-05,1.77740915730498E-05,1.37048798827761E-05,170.559066328755,1076.97466953757,0,-33.2477594945804,-89.8133098265462,0,10382.3210568642,0,0,84139118.620252,146989301.005474,38038.8379478985,-33.2476180415067,-1,-1,90,0,0,0,-89.554172226019,0,387.625756653778,False,2,13.0497229866104,0.0138878833322904,361000000,13365.14981416,603529934.126904,0,22000,24566.8462389234,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.754064811473928,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.51700958517082,2.76399791173074,0,283089.135941153,0.758699509776229,-395.810826997683,0,3490.35882940879,24562.4342639044,25725.9387690745,3.89018946966812,0,0,40,False,43,37,40,0.00794530312057652,40,0,0,0,0,-3.4573,14904.3690496291,604753560.671971,0.841004121416353,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.12231082436494,0.014,-0.00960436458413345,16.4943677466343,-2.41122936795942,0,0,-177.681681751646,5.17522727969016,-5.57261750819804,-4.43993153324028,12.7189782382083,0,0,1,0.548915922926454,-2.51700958517082,310764698.344082,False,9658876.68129802,22384.2808377423,7,False,False,2,True,True,0.758699509776229,0.758699509776229,4.78748675547564,2,0,2.31528911617876E-05,1.77844692588157E-05,1.37185200781764E-05,171.987128270543,1076.97466953757,0,-33.3494823726776,-89.9837811205655,0,10358.8206376663,0,0,84139118.620252,146643724.138394,37981.9633218066,-33.349333848888,-1,-1,90,0,0,0,-89.3999723855499,0,387.625756653778,False,2,13.0773740565198,0.0138255349547434,361000000,13386.5572962053,603313176.968624,0,22000,24562.4342639044,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.758699509776229,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.51884365781471,2.86146081101211,0,282302.880667556,0.763247376438235,-390.407579370407,0,3482.42236438465,24557.8157055536,25721.2809497938,4.03933581829858,0,0,40,False,43,37,40,0.0101113890521991,40,0,0,0,0,-3.4573,14904.3690496291,604526976.631951,0.841004138520805,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.12188770057405,0.014,-0.00961860599270547,16.518825692619,-2.32638613739656,0,0,-176.854367185686,5.18784694840867,-5.56018985692325,-4.42619988702211,12.7448450261267,0,0,1,0.548915922926454,-2.51884365781471,310625968.996565,False,9654564.83485314,22388.6430661047,7,False,False,2,True,True,0.763247376438235,0.763247376438235,4.72393067989768,2,0,2.31560213217699E-05,1.77953396880197E-05,1.37328179766492E-05,173.371131737797,1076.97466953757,0,-33.4522246043354,-90.1517230993922,0,10336.0098401265,0,0,84139118.620252,146282369.703283,37922.4920425014,-33.4520688146862,-1,-1,90,0,0,0,-89.2409317304409,0,387.625756653778,False,2,13.1048781445759,0.0137520440280241,361000000,13407.2717001475,603086312.227934,0,22000,24557.8157055536,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.763247376438235,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.52075816381671,2.9608272482627,0,281527.637617169,0.767695615581484,-384.797788085043,0,3474.48329828708,24552.9864318796,25716.4133800629,4.19175745772073,0,0,40,False,43,37,40,0.0123670212312871,40,0,0,0,0,-3.4573,14904.3690496291,604290100.635329,0.841004156444152,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.121472328755343,0.014,-0.00963241196059872,16.5425358203984,-2.23965285410059,0,0,-176.040087305454,5.20048010236328,-5.54650898389546,-4.41128509901705,12.7705565749413,0,0,1,0.548915922926454,-2.52075816381671,310482441.574726,False,9650103.85947429,22393.2043150898,7,False,False,2,True,True,0.767695615581484,0.767695615581484,4.6576973575298,2,0,2.31592947114384E-05,1.78067135346346E-05,1.37477890184087E-05,174.709016580849,1076.97466953757,0,-33.5560810425572,-90.3172752864778,0,10313.9259226457,0,0,84139118.620252,145904970.07839,37860.380065116,-33.5559177929242,-1,-1,90,0,0,0,-89.0769664982555,0,387.625756653778,False,2,13.1322600229031,0.0136909391636042,361000000,13427.2654690767,602849142.724062,0,22000,24552.9864318796,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.767695615581484,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.5227079280744,3.06201352668602,0,280763.82409508,0.772031771425686,-378.977287398226,0,3466.5455506476,24547.9421023659,25711.3318220781,4.34729736927888,0,0,40,False,43,37,40,0.0147135646103819,40,0,0,0,0,-3.4573,14904.3690496291,604042725.950008,0.841004175207806,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.121064818106188,0.014,-0.00964575607821411,16.5654527745888,-2.15110498914383,0,0,-175.239305312485,5.21311851582985,-5.53153970281691,-4.39515553776339,12.7960898319347,0,0,1,0.548915922926454,-2.5227079280744,310334026.00699,False,9645490.9556471,22397.9686843154,7,False,False,2,True,True,0.772031771425686,0.772031771425686,4.58872059362876,2,0,2.31627143297894E-05,1.78186020340348E-05,1.37634494872209E-05,176.0022181888,1076.97466953757,0,-33.6610180680522,-90.4802263207284,0,10292.5484270406,0,0,84139118.620252,145511245.383164,37795.5813272454,-33.6608471656269,-1,-1,90,0,0,0,-88.9079773310603,0,387.625756653778,False,2,13.1594965308634,0.0136182539801633,361000000,13446.563221734,602601461.46111,0,22000,24547.9421023659,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.772031771425686,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.52465481047589,3.1649125525845,0,280011.865393914,0.77624329838858,-372.942264906021,0,3458.61278850492,24542.6787963737,25706.0322298138,4.50575640332003,0,0,40,False,43,37,40,0.0171522861223148,40,0,0,0,0,-3.4573,14904.3690496291,603784666.877164,0.841004194832016,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.120665326640678,0.014,-0.00965861361913679,16.5875340904779,-2.0608418507387,0,0,-174.45264448052,5.22575440332319,-5.51525012969,-4.37778263910104,12.8214230575172,0,0,1,0.548915922926454,-2.52465481047589,310180643.008169,False,9640723.65910888,22402.9398768251,7,False,False,2,True,True,0.77624329838858,0.77624329838858,4.51693630839119,2,0,2.31662828952647E-05,1.78310155051392E-05,1.37798145684852E-05,177.24864016563,1076.97466953757,0,-33.7670024124518,-90.6403769418996,0,10271.9151713345,0,0,84139118.620252,145100952.69614,37728.0558491662,-33.7668236672325,-1,-1,90,0,0,0,-88.7338588350922,0,387.625756653778,False,2,13.1865657778236,0.0135346234800666,361000000,13465.1367328433,602343082.501971,0,22000,24542.6787963737,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.77624329838858,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.52668680168539,3.26942032342384,0,279272.194059268,0.780317963141207,-366.689284691209,0,3450.67767151771,24537.1921227611,25700.5107430685,4.66693373433256,0,0,40,False,43,37,40,0.0196842017825707,40,0,0,0,0,-3.4573,14904.3690496291,603515715.106322,0.841004215339201,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.120273953983169,0.014,-0.00967099535026422,16.608798258947,-1.9689793681645,0,0,-173.679410763396,5.23839969158835,-5.4976269222696,-4.35915223817578,12.8465794069068,0,0,1,0.548915922926454,-2.52668680168539,310022202.206307,False,9635799.16100912,22408.1220400522,7,False,False,2,True,True,0.780317963141207,0.780317963141207,4.44228205015494,2,0,2.31700034495327E-05,1.78439654521476E-05,1.37969011228361E-05,178.446354941064,1076.97466953757,0,-33.8741298744077,-90.7978640790988,0,10252.0612660971,0,0,84139118.620252,144673816.732658,37657.7583248595,-33.8739430988664,-1,-1,90,0,0,0,-88.5545106140642,0,387.625756653778,False,2,13.2134923935561,0.013463307866262,361000000,13482.9603296131,602073797.269289,0,22000,24537.1921227611,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.780317963141207,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.52875857954211,3.37541016927293,0,278545.249098141,0.784243684973319,-360.215335231002,0,3442.74410849944,24531.4790512901,25694.7637292053,4.83058761109145,0,0,40,False,43,37,40,0.0223103527246226,40,0,0,0,0,-3.4573,14904.3690496291,603235729.502468,0.841004236747119,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.11989084161888,0.014,-0.00968287811044431,16.6292055034387,-1.87563632635844,0,0,-172.92000446186,5.25104649563136,-5.4786438043467,-4.33924112032466,12.8715373930328,0,0,1,0.548915922926454,-2.52875857954211,309858647.066426,False,9630715.7041843,22413.5180360565,7,False,False,2,True,True,0.784243684973319,0.784243684973319,4.36470309674282,2,0,2.31738781157221E-05,1.78574602442282E-05,1.38147219893399E-05,179.596736633825,1076.97466953757,0,-33.9823615234783,-90.9524957245801,0,10232.9670448194,0,0,84139118.620252,144229672.532642,37584.661605394,-33.9821665341266,-1,-1,90,0,0,0,-88.3698159662847,0,387.625756653778,False,2,13.2402545825049,0.0133810944743864,361000000,13500.0573916386,601793464.443884,0,22000,24531.4790512901,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.784243684973319,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.53082935208297,3.48270450132705,0,277831.475034192,0.788008544833686,-353.517925654486,0,3434.81552044281,24525.535785102,25688.7878540942,4.99639675491765,0,0,40,False,43,37,40,0.0250316360161772,40,0,0,0,0,-3.4573,14904.3690496291,602944531.816924,0.841004259076823,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.119516261991877,0.014,-0.00969423820862126,16.648715137348,-1.78098294120104,0,0,-172.174991405475,5.2636874425281,-5.4582712756263,-4.31802296870419,12.8962761596911,0,0,1,0.548915922926454,-2.53082935208297,309689902.650909,False,9625470.95949862,22419.1314509712,7,False,False,2,True,True,0.788008544833686,0.788008544833686,4.28414571340773,2,0,2.31779095411141E-05,1.78715101371591E-05,1.38332926116339E-05,180.697992546166,1076.97466953757,0,-34.0916646626938,-91.1040800087993,0,10214.66527534,0,0,84139118.620252,143768299.81981,37508.7294379632,-34.0914612834006,-1,-1,90,0,0,0,-88.179653739811,0,387.625756653778,False,2,13.2668313052828,0.01328836138899,361000000,13516.404081808,601501905.546317,0,22000,24525.535785102,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.788008544833686,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.53297710911484,3.59126360266125,0,277131.320892753,0.791605302344997,-346.594996182887,0,3426.88490367072,24519.3591866718,25682.5799998753,5.16424279661346,0,0,40,False,43,37,40,0.0278486617117163,40,0,0,0,0,-3.4573,14904.3690496291,602641976.588816,0.84100428234734,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.119149969620409,0.014,-0.00970508892089063,16.6673499608094,-1.68507089891621,0,0,-171.443656420617,5.27633450157746,-5.43650407678658,-4.29549130290333,12.9208195432867,0,0,1,0.548915922926454,-2.53297710911484,309515910.580916,False,9620063.11247953,22424.9652481885,7,False,False,2,True,True,0.791605302344997,0.791605302344997,4.20057563330803,2,0,2.31820999302178E-05,1.78861239082383E-05,1.38526265989343E-05,181.748285599134,1076.97466953757,0,-34.2021282722668,-91.2527669664291,0,10197.1894949112,0,0,84139118.620252,143289534.019196,37429.9347370172,-34.2019163250005,-1,-1,90,0,0,0,-87.9839193983288,0,387.625756653778,False,2,13.2932476692422,0.0132081819796834,361000000,13531.9758983401,601198974.925026,0,22000,24519.3591866718,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.791605302344997,0,True,False,False,False,False,False,False,False,False,0,Edwards,
2,Edwards,40,-2.53513025520829,3.70101844654795,0,276445.239523537,0.795028668769433,-339.444787220133,0,3418.9561868785,24512.9465123291,25676.1371471625,5.33396813374369,0,0,40,False,43,37,40,0.0307621604926519,40,0,0,0,0,-3.4573,14904.3690496291,602327938.121195,0.841004306576655,0,8.26004979738335,8.26043191340056,0,-0.000582252610250879,-0.000582281463082649,0,1.05339329567406E-08,1.05344549531905E-08,0.118791820876602,0.014,-0.00971540770174808,16.685071254568,-1.58796132040722,0,0,-170.726375856067,5.28897976695517,-5.41331893047747,-4.27162580460903,12.9451460594517,0,0,1,0.548915922926454,-2.53513025520829,309336622.494585,False,9614490.65999207,22431.0220191051,7,False,False,2,True,True,0.795028668769433,0.795028668769433,4.1139635100632,2,0,2.31864512246987E-05,1.7901309481313E-05,1.38727365486595E-05,182.74918770186,1076.97466953757,0,-34.3137103203,-91.3983666137218,0,10180.516438583,0,0,84139118.620252,142793245.472647,37348.2561635724,-34.3134896270379,-1,-1,90,0,0,0,-87.7824924661873,0,387.625756653778,False,2,13.3194817896096,0.0131170601837036,361000000,13546.7987798586,600884546.716309,0,22000,24512.9465123291,0,19000,22000,110229001,663897062.44,542121372.25,60000,0,27637,27637,0.795028668769433,0,True,False,False,False,False,False,False,False,False,0,Edwards,
