step,time,alt,speed,hdot,range,az_err,lat,long,pitch,roll,unl_roll,roll_ref,l_d,drag,drag_ref,entry_phase,
1,0,121.86,7821.79936026321,-105.487560579747,9043.85997351075,-10.9418442853408,54.2757992227022,9.977628723458,38,0,0,0,0.243057867421866,0.00976505952440856,0,1,
2,2,121.648963472295,7822.03524405242,-105.548874563622,9043.85992644158,-10.9265828226758,54.3994839332998,9.86416328094225,38,0,0,0,0.241708346563906,0.00970719812837725,0,1,
3,4,121.437804970618,7822.27089507524,-105.609534010383,9028.55368986734,-10.9379566728682,54.5230874260131,9.75005621697005,38,0,0,0,0.242300475856839,0.00990421297274764,0,1,
4,6,121.2265258063,7822.50630230757,-105.669536794741,9013.24727157018,-10.9494031657482,54.6466071279323,9.63530262146946,38,0,0,0,0.24291635416392,0.010105703129125,0,1,
5,8,121.01512729542,7822.74145521922,-105.728879972392,8997.94087577811,-10.9609220609314,54.770036264845,9.51989214894604,38,0,0,0,0.243556852240618,0.0103119318352685,0,1,
6,10,120.803610760087,7822.97634204726,-105.787560663803,8982.63484592076,-10.9725125820146,54.8933810347063,9.40382054038935,38,0,0,0,0.244222845693359,0.0105231716001704,0,1,
7,12,120.591977528462,7823.21095140876,-105.845575696259,8967.32866306359,-10.9841778870962,55.0166371812761,9.28707725382986,38,0,0,0,0.244914261199388,0.010739720012028,0,1,
8,14,120.380228935393,7823.44527055923,-105.902921557543,8952.02245079653,-10.9959158972886,55.1398065890229,9.16966458299754,38,0,0,0,0.24563275191496,0.0109618374876029,0,1,
9,16,120.168366322027,7823.67928696462,-105.959595147583,8936.71633349799,-11.0077279227112,55.2628844084306,9.05156746109378,38,0,0,0,0.246379359784269,0.0111898060536717,0,1,
10,18,119.956391037853,7823.91298656452,-106.01559175962,8921.41030366418,-11.0196149781107,55.3858671676063,8.93278186084319,38,0,0,0,0.247154050923137,0.0114239252179366,0,1,
11,20,119.74430444003,7824.14635567494,-106.070907951919,8906.10468789737,-11.0315757114456,55.5087615245165,8.81329945868117,38,0,0,0,0.247959052409891,0.0116646048453367,0,1,
12,22,119.532107893648,7824.37937805492,-106.125539350022,8890.79877768971,-11.0436116939634,55.6315614935962,8.69311606358599,38,0,0,0,0.248798912968738,0.0119128242119312,0,1,
13,24,119.319802773921,7824.61203620651,-106.179480196928,8875.49311136829,-11.0557227402987,55.7542666982457,8.57222372991987,38,0,0,0,0.249674797350731,0.0121690011016846,0,1,
14,26,119.107390467322,7824.84431295331,-106.232725293155,8860.18759911293,-11.0679094536121,55.8768754653636,8.45061375496681,38,0,0,0,0.250588062848144,0.0124334292389047,0,1,
15,28,118.894872371781,7825.07618951867,-106.285268042276,8844.88223284617,-11.0801730973953,55.9993889223819,8.32827678913134,38,0,0,0,0.251539199131619,0.0127064537209686,0,1,
