step,time,alt,vel,surfv,hdot,range,az_err,lat,long,pitch,roll,unl_roll,roll_ref,l_d,drag,drag_ref,hdot_ref,entry_phase,
30,58,112.797959904343,7849.24703527249,7488.73275588755,-158.014719957928,7740.71627038055,-4.45139328052795,33.584686659658,154.952205928913,40,0,0,0,0.281582970704685,0.0621179467811426,0,0,1,
31,60,112.481979437469,7849.59010916409,7489.08010523883,-157.965504302206,7726.05219822398,-4.45985967536916,33.6390994399398,155.097046611368,40,0,0,0,0.284768003815353,0.0646991393173677,0,0,1,
32,62,112.166098933619,7849.93147146005,7489.42577352297,-157.914749578237,7711.38692594392,-4.46836887249814,33.6933286373997,155.24209500876,40,0,0,0,0.288044491772445,0.0674081809926759,0,0,1,
33,64,111.850321512812,7850.27103953862,7489.76967821993,-157.862413440254,7696.72050446662,-4.4769205769836,33.7473732736707,155.387350510685,40,0,0,0,0.291410284464225,0.0702501398541013,0,0,1,
34,66,111.534650381939,7850.60872662413,7490.11173259816,-157.808451530293,7682.05300287655,-4.48551460549477,33.8012309118282,155.532814017486,40,0,0,0,0.294862184235282,0.0732296044000219,0,0,1,
35,68,111.219088839089,7850.94444422852,7490.45184825456,-157.752816864184,7667.38444498491,-4.49415108209992,33.8549048042965,155.67848362322,40,0,0,0,0.29839709564594,0.0763504963932423,0,0,1,
36,70,110.903640278054,7851.2781009184,7490.78993379723,-157.695460779608,7652.71477761691,-4.50283009592784,33.9083892608623,155.824364003507,40,0,0,0,0.302010563644397,0.0796162788248743,0,0,1,
37,72,110.588308191361,7851.60960316355,7491.12589573604,-157.636333320653,7638.04389063253,-4.51155400710059,33.9616871133038,155.970449449219,40,0,0,0,0.305698357519806,0.0830300832462267,0,0,1,
38,74,110.273096174989,7851.93885601262,7491.4596391634,-157.575380981005,7623.37206096794,-4.52032078765365,34.0147967300101,156.116741986751,40,0,0,0,0.309454889436927,0.0865939882578109,0,0,1,
39,76,109.958007931851,7852.26576309988,7491.7910677404,-157.512550364238,7608.69917569954,-4.52913112169363,34.0677158996667,156.263242336098,40,0,0,0,0.313274536415147,0.0903094796936512,0,0,1,
40,78,109.643047273918,7852.59022773625,7492.12008480434,-157.447785644197,7594.02525727997,-4.53798621986173,34.1204466529911,156.409949971973,40,0,0,0,0.317152482998299,0.0941785898153426,0,0,1,
41,80,109.328218126849,7852.91214863683,7492.44658908008,-157.381028551055,7579.35020466218,-4.5468859183453,34.1729884767598,156.556864345715,40,0,0,0,0.321091689591526,0.0982101714156056,0,0,1,
42,82,109.013524537156,7853.23141823526,7492.77047299294,-157.312216477648,7564.67405303832,-4.5558309158377,34.2253366095414,156.703986106135,40,0,0,0,0.325095256513234,0.10241596500671,0,0,1,
43,84,108.698970682159,7853.54792253328,7493.09162253638,-157.241281387607,7549.99696228194,-4.56482366986323,34.2774949221724,156.851314750173,40,0,0,0,0.329166994494698,0.106806649927621,0,0,1,
44,86,108.384560880685,7853.86154082975,7493.40991698163,-157.168149506629,7535.31873241712,-4.57385851888302,34.3294609372995,156.99884839874,40,0,0,0,0.33330947749604,0.111392679479711,0,0,1,
45,88,108.070299602621,7854.17214519522,7493.72522835267,-157.092743372471,7520.63960746497,-4.58293910581681,34.3812315132657,157.146592732521,40,0,0,0,0.337524590112806,0.116184907854922,0,0,1,
