step,time,alt,speed,hdot,range,az_err,lat,long,pitch,roll,unl_roll,roll_ref,l_d,drag,drag_ref,hdot_ref,entry_phase,
1,0,121.993,7824.83890465838,-137.426366773124,8500.3771449442,3.11378055043438,-29.5512829638317,-132.654963171577,38,0,0,0,0.240197078920697,0.0290850393129591,0,0,1,
2,2,121.718097654025,7825.15358601489,-137.475850071417,8500.37722536405,3.11221558325421,-29.4526012675934,-132.552350351677,38,0,0,0,0.23894925545723,0.0290904859926819,0,0,1,
3,4,121.44309721605,7825.46793924405,-137.524457930002,8485.60040022438,3.11798118362014,-29.3538163231517,-132.449940450706,38,0,0,0,0.239773953357866,0.0298597408166801,0,0,1,
4,6,121.168000441968,7825.78194808175,-137.572185443389,8470.82190174029,3.12376868168393,-29.2549344308206,-132.347741628226,38,0,0,0,0.240644080359739,0.0306524426080906,0,0,1,
5,8,120.892809097102,7826.09559640429,-137.619027757196,8456.04281495828,3.12958335429249,-29.155953973727,-132.245743756802,38,0,0,0,0.241547352602546,0.0314690505973799,0,0,1,
6,10,120.617524957055,7826.40886609305,-137.664979515972,8441.26234713354,3.13542103758931,-29.0568722343905,-132.143950645608,38,0,0,0,0.242499812389045,0.0323126797554485,0,0,1,
7,12,120.342149808489,7826.72173824569,-137.710035176381,8426.48057765277,3.14128489774862,-28.9576931448687,-132.042357565323,38,0,0,0,0.243498215977051,0.0331846811442834,0,0,1,
8,14,120.066685450009,7827.03419292782,-137.754188172817,8411.69751983139,3.14717423676858,-28.8584168620802,-131.940969400397,38,0,0,0,0.244544469889955,0.0340868750231321,0,0,1,
9,16,119.791133693423,7827.3462097422,-137.79743199534,8396.91355291959,3.15308887791385,-28.7590463728798,-131.839780332933,38,0,0,0,0.245642907135857,0.0350223677668203,0,0,1,
10,18,119.51549636536,7827.65776326084,-137.839758148783,8382.12854197802,3.15902654481742,-28.6595771697971,-131.738790977434,38,0,0,0,0.246800823991823,0.0359962413548064,0,0,1,
11,20,119.239775309777,7827.96882791665,-137.881157755414,8367.34220535091,3.16498981885593,-28.5600126313885,-131.637999334112,38,0,0,0,0.248021244395277,0.0370106724002407,0,0,1,
12,22,118.96397238924,7828.27937617736,-137.921621319197,8352.55470169782,3.17098078212865,-28.4603547618658,-131.537409617037,38,0,0,0,0.249305448952181,0.0380677299150468,0,0,1,
13,24,118.68808948584,7828.58937905995,-137.961138729939,8337.76651009367,3.17699602832962,-28.3606005588963,-131.43701030353,38,0,0,0,0.250655136585994,0.039169446121546,0,0,1,
14,26,118.412128502465,7828.89880602261,-137.999699376388,8322.97663060051,3.18303929027452,-28.2607501044752,-131.336808952392,38,0,0,0,0.252072296924048,0.0403179860560377,0,0,1,
15,28,118.136091364406,7829.20762669659,-138.037291258202,8308.18562072994,3.18910587113655,-28.1608061880138,-131.236802362116,38,0,0,0,0.253558033010034,0.0415154291362782,0,0,1,
16,30,117.859980020711,7829.51580745649,-138.073902671072,8293.39351066808,3.19519870096684,-28.060770818958,-131.136986445805,38,0,0,0,0.25511433189283,0.042763966988936,0,0,1,
17,32,117.583796445252,7829.82331452543,-138.109520635308,8278.60020835005,3.20132071036784,-27.960643034772,-131.037366993466,38,0,0,0,0.256742057640182,0.044065719284125,0,0,1,
18,34,117.307542638648,7830.13011269647,-138.144131254855,8263.80606757415,3.20746777893402,-27.8604211257141,-130.93793736608,38,0,0,0,0.258442599447274,0.0454229104311213,0,0,1,
19,36,117.031220630527,7830.43616480073,-138.177719509636,8249.01052581327,3.21364184660952,-27.760107480125,-130.83869395411,38,0,0,0,0.260217051046594,0.0468376611714108,0,0,1,
20,38,116.754832479831,7830.74143246275,-138.210270932366,8234.2135537696,3.21984410215646,-27.6597044889485,-130.739644654481,38,0,0,0,0.262066105661377,0.0483122464232539,0,0,1,
21,40,116.478380276213,7831.04587608294,-138.241769537336,8219.41591636353,3.22606842770025,-27.5592106069363,-130.640785813851,38,0,0,0,0.26398860915023,0.0498484564763,0,0,1,
22,42,116.201866142046,7831.34945555944,-138.272198374302,8204.61726989088,3.23232694479779,-27.4586241543307,-130.542110893819,38,0,0,0,0.265990887698362,0.0514497596824564,0,0,1,
23,44,115.925292234262,7831.65212809508,-138.301539972441,8189.81706033461,3.23861054017999,-27.3579504997078,-130.443623468026,38,0,0,0,0.268066983266133,0.0531171471267225,0,0,1,
24,46,115.648660746166,7831.95384941306,-138.329775039594,8175.01599142108,3.24492121625471,-27.2571835531605,-130.345319198013,38,0,0,0,0.270219168004493,0.0548530945319581,0,0,1,
25,48,115.371973910113,7832.25457468595,-138.356884299897,8160.21330998642,3.25126099723992,-27.156330417665,-130.247204115849,38,0,0,0,0.272447188686828,0.0566599599432938,0,0,1,
26,50,115.095233998095,7832.55425833908,-138.382847305645,8145.4100280428,3.25762755018479,-27.0553902248239,-130.149269945339,38,0,0,0,0.274750441849115,0.0585397842685878,0,0,1,
27,52,114.818443323673,7832.85285181074,-138.407642718432,8130.60553618,3.26402438039149,-26.9543598334369,-130.051516721438,38,0,0,0,0.277128421456441,0.0604947347238494,0,0,1,
28,54,114.541604244016,7833.15030527569,-138.431248389669,8115.79961689547,3.27044453548344,-26.8532428787145,-129.953948264073,38,0,0,0,0.279581879679727,0.0625284967928296,0,0,1,
29,56,114.264719162769,7833.44656731176,-138.453639710712,8100.9928542776,3.27689205647717,-26.7520402024781,-129.856558786172,38,0,0,0,0.282112867100483,0.0646459576897916,0,0,1,
30,58,113.98779053403,7833.74158131436,-138.474791098013,8086.18494667383,3.28337583466535,-26.6507501850061,-129.759350526972,38,0,0,0,0.284722882370266,0.0668523255249976,0,0,1,
31,60,113.710820865286,7834.03528944385,-138.494674434125,8071.37594993041,3.28988415895879,-26.5493734472316,-129.662320198316,38,0,0,0,0.287413669930571,0.0691524206228607,0,0,1,
32,62,113.43381272199,7834.32763020486,-138.513260095413,8056.56571697339,3.29642070484624,-26.4479098544107,-129.565466363862,38,0,0,0,0.290186420845567,0.0715511235833987,0,0,1,
33,64,113.156768731245,7834.61853882825,-138.530515896047,8041.75416812463,3.30299118072705,-26.3463649377546,-129.468790000377,38,0,0,0,0.293041767609135,0.0740532427916599,0,0,1,
34,66,112.879691585343,7834.90794762951,-138.546408991162,8026.94184422317,3.30959175275947,-26.2447328847777,-129.372287251335,38,0,0,0,0.29597961511326,0.0766633766176373,0,0,1,
35,68,112.602584045935,7835.19578605687,-138.560902798152,8012.12804386747,3.31621611228517,-26.143016761716,-129.275961240587,38,0,0,0,0.299000068722881,0.0793860670330565,0,0,1,
36,70,112.325448948958,7835.4819812262,-138.573959682515,7997.31325893831,3.32287482849027,-26.0412196332349,-129.179815059308,38,0,0,0,0.302102560517405,0.0822255589185702,0,0,1,
37,72,112.048289207316,7835.76645748212,-138.585539995667,7982.49797966047,3.32955974116073,-25.9393376747738,-129.083833670848,38,0,0,0,0.305285889049344,0.0851858419900196,0,0,1,
38,74,111.771107814603,7836.049136457,-138.595603074531,7967.68089015835,3.33627241251754,-25.8373724288816,-128.988029247494,38,0,0,0,0.308549716559008,0.0882716636145828,0,0,1,
39,76,111.493907849467,7836.3299372536,-138.604104409684,7952.86298609505,3.34302629385621,-25.7353248097581,-128.892393477315,38,0,0,0,0.311888765788333,0.0914839337332942,0,0,1,
40,78,111.216692479854,7836.60877718937,-138.610999299452,7938.0437965709,3.34980433674421,-25.6331965039068,-128.796927515481,38,0,0,0,0.315303976685305,0.0948282958739315,0,0,1,
41,80,110.939464965052,7836.88557190206,-138.616240855468,7923.22356752365,3.35661148469715,-25.5309882799983,-128.701634038459,38,0,0,0,0.318791157144973,0.0983068928619912,0,0,1,
42,82,110.662228660805,7837.16023485133,-138.619779720141,7908.40257656653,3.36345054203875,-25.4286990379409,-128.606507517258,38,0,0,0,0.322347259007389,0.101922091278264,0,0,1,
43,84,110.384987022164,7837.43267805465,-138.621566107579,7893.58038313957,3.3703229261731,-25.3263263612999,-128.511546190113,38,0,0,0,0.325968491666019,0.105675628451489,0,0,1,
44,86,110.107743605989,7837.70281305059,-138.621547755432,7878.75670074605,3.37722242347146,-25.223877088896,-128.416755624064,38,0,0,0,0.329650794399426,0.109568983856009,0,0,1,
45,88,109.830502074371,7837.97054964798,-138.619671907536,7863.93249631398,3.38415793526207,-25.1213457299991,-128.322129779397,38,0,0,0,0.333389818061406,0.113603066570235,0,0,1,
46,90,109.553266196721,7838.2357972846,-138.615883709298,7849.10693938549,3.39112725345229,-25.0187382200022,-128.227667413246,38,0,0,0,0.337184135593511,0.117781482414891,0,0,1,
47,92,109.276039853726,7838.49846095663,-138.610126409462,7834.28045327146,3.39812201661256,-24.916049860158,-128.133369148575,38,0,0,0,0.34103744008889,0.122113344481374,0,0,1,
48,94,108.998827046233,7838.7584391603,-138.602336835243,7819.45273196862,3.40515286039422,-24.8132846462672,-128.039233861171,38,0,0,0,0.344952361241351,0.126607641370565,0,0,1,
49,96,108.721631903785,7839.01562589758,-138.592448697531,7804.62405074005,3.41221324752997,-24.7104418880192,-127.945262176102,38,0,0,0,0.348931256433377,0.131273765211813,0,0,1,
50,98,108.444458693321,7839.26990875642,-138.580391695384,7789.79442745416,3.41930597072902,-24.6075222248256,-127.851448299127,38,0,0,0,0.352976007136179,0.136120218453733,0,0,1,
51,100,108.167311827746,7839.52117000404,-138.566089774805,7774.96354274944,3.42643285297392,-24.504526350698,-127.757797627253,38,0,0,0,0.357088355618233,0.141155781349156,0,0,1,
52,102,107.890195875604,7839.76928664104,-138.549463468494,7760.13185698489,3.43359053888963,-24.4014543834632,-127.664306325482,38,0,0,0,0.361269113550559,0.146388678208833,0,0,1,
53,104,107.613115569194,7840.01413028112,-138.530428339576,7745.29914430107,3.44077996338074,-24.2983078343624,-127.570975440427,38,0,0,0,0.365519104814941,0.151827079420689,0,0,1,
54,106,107.336075814748,7840.25556796497,-138.508894970517,7730.46563004297,3.4480055126109,-24.1950836697585,-127.477796893936,38,0,0,0,0.369838523219987,0.157479004998577,0,0,1,
55,108,107.059081701444,7840.49346097479,-138.484770003023,7715.63053835515,3.45527215107165,-24.091786122804,-127.384778093774,38,0,0,0,0.374227362185226,0.163353048708749,0,0,1,
56,110,106.782138510051,7840.72766654428,-138.457954771207,7700.79475631426,3.46256118864385,-23.9884134012386,-127.291915513744,38,0,0,0,0.37868504683872,0.169453569768639,0,0,1,
57,112,106.505251723425,7840.95803650599,-138.428346170902,7685.95792418798,3.4698898395481,-23.8849673283181,-127.199207784801,38,0,0,0,0.383211310946284,0.175790760692042,0,0,1,
58,114,106.228427036117,7841.1844188675,-138.395835634925,7671.12012528009,3.47725845623184,-23.7814497311202,-127.106653547274,38,0,0,0,0.387804244587245,0.182370924499602,0,0,1,
59,116,105.951670363227,7841.40665664202,-138.360310942378,7656.28144407435,3.4846549839144,-23.6778579889676,-127.014253599816,38,0,0,0,0.392463341421956,0.189200467341994,0,0,1,
60,118,105.674987850063,7841.62458897621,-138.321654287403,7641.44175300072,3.49208503626085,-23.5741939351551,-126.922006590211,38,0,0,0,0.397187211118605,0.196286175187726,0,0,1,
61,120,105.398385882003,7841.8380498959,-138.279743274669,7626.60113747016,3.49955259020463,-23.4704581681887,-126.829906866666,38,0,0,0,0.401973457649395,0.203634509558168,0,0,1,
62,122,105.121871094285,7842.04687010076,-138.234450496092,7611.75928408698,3.50705235427914,-23.3666508690869,-126.737961706443,38,0,0,0,0.406820612743812,0.211251227590387,0,0,1,
63,124,104.845450381749,7842.25087639592,-138.185644016051,7596.91674269711,3.51458787996354,-23.2627707372224,-126.646165463614,38,0,0,0,0.411725186941139,0.219140692352209,0,0,1,
64,126,104.569130906223,7842.44989552706,-138.133188981398,7582.07304538415,3.52215939302094,-23.1588242235534,-126.554523225774,38,0,0,0,0.416681188501601,0.227302147099461,0,0,1,
65,128,104.292920103126,7842.64374722996,-138.076945071107,7567.2291016383,3.52976690664969,-23.0548052517927,-126.463022925892,38,0,0,0,0.421693972953178,0.235754913301675,0,0,1,
66,130,104.016825701102,7842.83223872772,-138.016759259797,7552.38360795324,3.53740834164132,-22.950715582683,-126.371673981417,38,0,0,0,0.426769680032649,0.244520259607467,0,0,1,
67,132,103.740855746098,7843.0151636313,-137.952467268362,7537.5373917803,3.54508929330545,-22.8465566431479,-126.28046647564,38,0,0,0,0.431912498599176,0.253619260211037,0,0,1,
68,134,103.465018625451,7843.19230305888,-137.883891907574,7522.68991077227,3.55280671806408,-22.7423333756979,-126.189414038437,38,0,0,0,0.437126480344842,0.263072883785859,0,0,1,
69,136,103.189323092603,7843.36342446258,-137.810844233093,7507.84254593811,3.56055771484886,-22.6380392490769,-126.0984961309,38,0,0,0,0.442413651870212,0.272900705222685,0,0,1,
70,138,102.913778291845,7843.52828355549,-137.733122690078,7492.99336630236,3.56834704683421,-22.5336764190777,-126.007730683566,38,0,0,0,0.447775087320305,0.283123621474117,0,0,1,
71,140,102.638393782878,7843.68662095471,-137.650512229438,7478.14382386488,3.57617338191833,-22.4292475585768,-125.917101417703,38,0,0,0,0.453211473158231,0.293761932436552,0,0,1,
72,142,102.363179568546,7843.83816699053,-137.562785902281,7463.29303591894,3.58403443438949,-22.3247514545052,-125.826621885763,38,0,0,0,0.458724302759894,0.304827550568876,0,0,1,
73,144,102.088146118429,7843.98263744492,-137.46970350708,7448.44187514756,3.59193777242576,-22.2201909272449,-125.736275922817,38,0,0,0,0.464302697499199,0.316364161905781,0,0,1,
74,146,101.813304396094,7844.1197365228,-137.371011188839,7433.58947867452,3.59987541688593,-22.1155628833921,-125.646077145163,38,0,0,0,0.469952264779181,0.328370047226877,0,0,1,
75,148,101.538665885422,7844.24915329809,-137.266442574211,7418.73656962062,3.6078522259724,-22.0108687271153,-125.556015720188,38,0,0,0,0.475665821299287,0.340873471745438,0,0,1,
76,150,101.264242618633,7844.37056511047,-137.15571547259,7403.88260903848,3.61586688039436,-21.9061125717643,-125.466098748953,38,0,0,0,0.48143814510576,0.353895549973963,0,0,1,
77,152,100.990047203576,7844.48363358628,-137.038536771339,7389.02845832854,3.62392219160127,-21.8012922557738,-125.376314370118,38,0,0,0,0.487262186155322,0.367459845512505,0,0,1,
78,154,100.71609284889,7844.58800612658,-136.914598037515,7374.17314481532,3.63201532480873,-21.6964076426938,-125.28667195733,38,0,0,0,0.493131324466947,0.381588495160986,0,0,1,
79,156,100.442393394926,7844.68331520422,-136.783576655125,7359.31733929126,3.64014202166795,-21.5914577286946,-125.197163885097,38,0,0,0,0.499036213513297,0.396307508183425,0,0,1,
80,158,100.168963342622,7844.76917687779,-136.645134352938,7344.46045824452,3.64831268357614,-21.4864469543815,-125.107795054762,38,0,0,0,0.504967728474376,0.411641232174644,0,0,1,
81,160,99.8958178845746,7844.84519078009,-136.498917884799,7329.60323761228,3.65652507155957,-21.3813742090854,-125.01856016181,38,0,0,0,0.510913686486642,0.42761345798411,0,0,1,
82,162,99.6229729247103,7844.91095107611,-136.344572353631,7314.74524666421,3.66477510305873,-21.2762390193583,-124.929457781201,38,0,0,0,0.51684951056852,0.444219610007717,0,0,1,
83,164,99.3504450805895,7844.96604313912,-136.181734398369,7299.88637686944,3.67306488122743,-21.1710439972023,-124.840492932416,38,0,0,0,0.522769288614216,0.461498325829385,0,0,1,
