mode,time,alt,speed,hdot,range,lat,long,pitch,roll,tgt_range,range_err,az_err,roll_ref,l_d,
1,84872.5567224028,131.316492200078,7963.01387476217,-128.346441869654,8430.09208276972,59.4538775424804,5.52650974445904,11.2487312543424,59.4918608345791,0,74.5898526957444,-10.9390388645449,0,0.987465216462836,
1,84875.8967224035,130.888551672727,7963.44959929962,-128.118189200258,8405.59313168206,59.6521948166959,5.28014138761338,12.3473732832841,51.780974026384,0,81.0998343559695,-10.9732365517618,0,1.0026804466939,
1,84879.2767224041,130.456153718953,7963.87274665756,-127.982670922153,8378.64434621611,59.8524895137575,5.02798075930684,16.66911083239,45.0457332697424,0,77.8560627131792,-11.0114652818489,0,1.0093891668087,
1,84882.6567224048,130.024304141958,7964.29322554827,-127.831415271346,8354.14555231943,60.052374980451,4.77290890749905,22.0724273577224,38.4253032356442,0,75.9553252454371,-11.0462089652617,0,1.00210150300303,
1,84886.0367224055,129.593030800499,7964.72099466072,-127.694630769203,8327.19700119007,60.253020925543,4.51333554581194,28.5207512772457,31.7784257725355,0,75.9911651845941,-11.0844390511251,0,0.997449057698115,
1,84889.4167224062,129.162278756875,7965.14840138177,-127.550586792973,8302.69843571913,60.4508807552382,4.25381225351575,35.6050199880599,24.6364798523898,0,74.1415582081718,-11.1192291228252,0,0.992101835842253,
1,84892.8367224069,128.726651699492,7965.59052213981,-127.436666682678,8275.75023889893,60.6518293407729,3.98653283934586,39.4484081705189,15.425924553921,0,71.2899376344267,-11.1579418379685,0,1.00139738406059,
1,84896.2567224076,128.291142044228,7966.01128852732,-127.304131965112,8248.80241470361,60.8523195835175,3.71604800537741,39.6854393981702,6.23355107206351,0,71.6022663109779,-11.19729239216,0,0.988097498871759,
1,84899.5767224083,127.868633609938,7966.46524534657,-127.175669490838,8224.30468066154,61.0464997435583,3.45034806413634,38.8481889715087,-1.27708212767064,0,79.232677370368,-11.2340297908999,0,0.978642495677757,
1,84902.996722409,127.433901796305,7966.88526866182,-127.02580501539,8197.35749406491,61.2460580888332,3.17336882637736,37.9302021107218,0.071938673163818,0,74.8149419243109,-11.2739250579595,0.444991649682492,0.99393417992463,
1,84905.3967224095,127.129163925662,7967.18195218677,-126.924755610684,8180.20949952792,61.3869709442442,2.97533457432724,37.9086145789154,0.154905401720612,0,-1796.46173471743,-11.2995029290671,51.9014651169923,0.988858477680647,
1,84908.5367224101,126.730839668789,7967.57090966533,-126.792543125221,8155.71269940562,61.5682756970407,2.71747854661602,37.9770282086174,0.105369774480034,0,201.99742328273,-11.3363117718145,55.0350450005281,0.993056558211403,
1,84911.7167224108,126.327860256219,7967.96565777601,-126.658561936884,8131.21632482748,61.7526322972601,2.45167403494485,38.0198260826235,0.0414257351422245,0,-64.1352181043403,-11.3734011795813,54.3991651623428,0.988600269234229,
1,84914.9567224114,125.917722065024,7968.36457620995,-126.516702740184,8106.72041616068,61.9400062822211,2.17769614631905,38.0317227203579,0.0124246495114187,0,32.1450021634482,-11.4107758443597,54.6811835274051,0.9890515386064,
1,84918.1967224121,125.50804399924,7968.76414659087,-126.374642453974,8082.22501465592,62.1269048524493,1.90047422997972,38.0308439768939,0.0121540373735472,0,-9.05277242003831,-11.4484150325084,54.5887208053154,0.990582628535831,
1,84921.4367224127,125.098839181565,7969.15879521002,-126.225199305724,8057.73016195018,62.3133175674099,1.61995048253689,38.0278007075456,0.028180353673296,0,-0.959131646684,-11.4863005821362,54.5904601272609,0.989034605099844,
1,84924.7167224134,124.685067122447,7969.5617925764,-126.077404859511,8030.78650087164,62.5015260147034,1.3325400660219,38.023699863925,-0.00241317102241949,0,2.54671334383602,-11.5283388933725,54.6089469728634,0.989346879061054,
