iphase,time,alt,speed,mach,hdot,lat,long,psd,x,y,rpred,herror,psha,dpsac,nzc,nztotal,phic_at,dsbc_at,eow,es,en,emep,hdref,dnzc,
1,1183198.84636803,18869.1860705372,338.967805234768,1.17371243355369,-111.046636799252,28.6220977997577,-80.5472576489533,113.807501740358,8743.77546585493,-12881.4991845968,49913.4779674121,-921.640039224644,242.173506027671,4.01899223197103,-0.230757160745471,0.75319155473075,10.0474805799276,0,24727.4225766963,34165.0485571911,27696.4163483792,24320.8022704072,-85.2957375498021,-0.232129473702643,
1,1183199.08636803,18842.5899194181,337.88966837609,1.16983438483604,-110.582349181376,28.6220254026158,-80.5480362408041,113.881266111583,8712.96833832221,-12811.4488221928,49837.100498548,-915.399338889106,242.159075884425,3.95965800399222,-0.231036680392363,0.752399444829557,9.89914500998054,0,24663.6197283339,34104.9389545527,27642.1883454857,24274.2463842611,-85.1497366321245,-0.232682453815306,
1,1183199.32636803,18816.1046033055,336.813759010907,1.16655764839553,-110.122966826382,28.6219540927649,-80.5488125517446,113.953861719219,8682.1044788616,-12741.6941664376,49760.9616722345,-909.23325932835,242.145031521338,3.90110675944288,-0.231302285756232,0.751844294600255,9.75276689860721,0,24600.1227489611,34045.0171652722,27588.1297788031,24227.8359626817,-85.002799108596,-0.233198761674803,
1,1183199.56636803,18789.7290192358,335.739995980058,1.1626901241304,-109.666931761446,28.6218838524924,-80.5495865781113,114.025461004676,8651.30924875612,-12672.1501263435,49685.0447647815,-903.144903830476,242.131002943982,3.843536051342,-0.231651220788094,0.751049015870192,9.608840128355,0,24536.9270238976,33985.2700276884,27534.2287745115,24181.5608117438,-84.8550768316448,-0.233705702496841,
1,1183199.80636803,18763.4625933366,334.668412776598,1.15942196096572,-109.213576058971,28.6218146641334,-80.550358323764,114.096108168778,8620.45951620896,-12602.9010228835,49609.3663390432,-897.129016631626,242.117359906805,3.78653192441689,-0.23196561030961,0.750452236680955,9.46632981104223,0,24474.0324172504,33925.7105768833,27480.4970922372,24135.4310273349,-84.7066219096872,-0.234210414962344,
1,1183200.04636803,18737.3045989387,333.599039039813,1.15556483894103,-108.763095661905,28.6217465107827,-80.5511277842268,114.165662784024,8589.68313340156,-12533.8595875656,49533.9091938314,-891.189219298442,242.10372192592,3.73061529005614,-0.232364445583245,0.749666131629976,9.32653822514034,0,24411.4384960328,33866.3252754016,27426.9225191369,24089.4361244711,-84.5574560724135,-0.234712733085687,
1,1183200.28636803,18711.2544648079,332.531820197939,1.15230565546025,-108.313881855465,28.6216793760873,-80.5518949663571,114.23438541511,8558.85407003838,-12465.1121055007,49458.6900955735,-885.320194725379,242.090469793153,3.67514479173693,-0.232717030696402,0.749043987365834,9.18786197934232,0,24349.1421157441,33807.1273185389,27373.5169593737,24043.586323128,-84.4076934188094,-0.235234559584398,
1,1183200.52636803,18685.311996676,331.466781646896,1.14845912249116,-107.866027374941,28.6216132437841,-80.5526598666479,114.302155696744,8528.10279009875,-12396.5693104732,49383.6913637059,-879.526240244597,242.077212370224,3.62063193303223,-0.233161406876029,0.748262618913903,9.05157983258057,0,24287.1432369774,33748.102791568,27320.2678597478,23997.8708461181,-84.257364608077,-0.235777832999751,
1,1183200.76636803,18659.4768287409,330.404015283642,1.14520913854522,-107.420251746031,28.6215480979306,-80.5534224904647,114.368987290375,8497.30053461798,-12328.3194485404,49308.9303201244,-873.802085544988,242.064341223865,3.5666714857601,-0.233550357031449,0.747616664506395,8.91667871440024,0,24225.4438797479,33689.2653269421,27267.1875188049,23952.300252003,-84.1064094040883,-0.236327539662599,
1,1183201.00636803,18633.7483688332,329.343605951872,1.14137380234797,-106.977204609141,28.6214839225431,-80.5541828349587,114.434956971316,8466.58031007887,-12260.2712464866,49234.388661262,-868.151812630362,242.051454573298,3.51358845538604,-0.234033292930368,0.746804633221499,8.78397113846511,0,24164.0455625298,33630.6005196257,27214.2629410126,23906.8633838434,-83.9548246245555,-0.236876753403595,
1,1183201.24636803,18608.1258715317,328.285660368683,1.13813387908482,-106.537277580037,28.6214207021681,-80.5549409030283,114.500018254576,8435.81079318255,-12192.5151072443,49160.0843985185,-862.569576109483,242.038954753604,3.4610269918208,-0.234448777215317,0.74614593383251,8.652567479552,0,24102.9503477388,33572.1225447168,27161.5069144647,23861.5712204881,-83.8025838465361,-0.237415418888026,
1,1183201.48636803,18582.6085660504,327.230271452197,1.13431148965935,-106.101074626729,28.6213584221346,-80.5556966972932,114.564115363252,8405.12745008071,-12124.957730782,49085.9987294435,-857.059429103333,242.026429382962,3.40945525378611,-0.234955261404279,0.745317566781288,8.52363813446527,0,24042.1597677321,33513.8166045551,27108.9060894215,23816.4123009034,-83.6496910628243,-0.237937370986221,
1,1183201.72636803,18557.19554321,326.177525319782,1.13108318922999,-105.668908063565,28.6212970664346,-80.556450215158,114.627308287597,8374.39641026704,-12057.6915909403,49012.1501932888,-851.615209641994,242.014291553377,3.35840015902652,-0.235382556456903,0.744656728936396,8.39600039756629,0,23981.6749522266,33455.6972896615,27056.4736287516,23771.3979256903,-83.4961208372449,-0.238433529395174,
1,1183201.96636803,18531.8857879769,325.12741306167,1.12727488707769,-105.240146102695,28.6212366200897,-80.5572014598938,114.689676298371,8343.755747937,-11990.6213226958,48938.5193969287,-846.240901763162,242.002117759896,3.30820594173321,-0.235895726130006,0.743855697178344,8.27051485433302,0,23921.4937396842,33397.7493375106,27004.195763336,23726.5162737691,-83.3419632795321,-0.238917198927524,
