dtg,wow,h,hdot,x,y,surfv,surfv_h,xdot,ydot,psd,mach,qbar,cosphi,costh,weight,gamma,alpha,nz,xlfac,ovhd,rwid,grtls,cubic_c3,cubic_c4,pbhc_0,pbhc_1,pbrc_0,pbrc_1,alpul,alpll,delrng,dnzc,dnzcl,dnzll,dnzul,dpsac,drpred,dsbc_at,dsbi,eas_cmd,emep,emoh,eow,eowerror,eowhdul,eowhdll,en,emax,emin,es,est,gdhfit_0,gdhfit_1,gdh,gelrtan,hdreqg,hderr,herror,hdref,hderrc,hderrcl,hderrc_eowl,hdrefc,href,iel,igi,igs,iphase,itran,ireset,fpflag,isr,mep,nzc,nztotal,ohalrt,ovhd0,phic,phic_at,betac_at,philim,psha,psc,pst,qberr,qbarf,qbref,qbd,rtan,rpred,rpred2,rpred3,rturn,rf,rwid0,tg_end,xali,xftc,xhac,xmep,ysgn,ysturn,xcir,ycir,xaim,yhac,rcir,rerrc,tth,xa,yerrc,freezetgt,freezeapch,al_end,p_mode,f_mode,al_capt_count,al_resetpids,geardown,brakeson,dapoff,tgstp,tgsh,gsstp,gssh,hk,xk,xctg,herrexp,xexp,hexp,sigma_exp,dgrnz,dgrnzt,nzsw,smnz1,smnz2,gralpr,alpcmd,hdmax,igra,dsbc_at1,istp4,xlfmax,dummy,
0.660000000614673,False,96440.7615065606,-131.572051262171,263472.159524758,-62884.828139597,2683.55729068219,2680.32992888939,-2358.38153245392,1273.65814686692,151.628468647402,2.73221341694471,141.93300204667,0.889873599812557,0.987046196260196,1380.65395432358,-2.81966244503134,14.4009199458948,1.05113853298346,1.20907567236554,True,Istres33,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,18.6988676122714,5.67508366451155,0,-0.202878383393464,-0.318549879417537,0,0,11.1662725462769,362433.56353542,36.9664025083413,0,270.107049548415,187792.502002509,172792.502002509,208355.346767541,-5574.00813547944,-318.549879417537,-348.549879417537,213929.35490302,215929.35490302,211929.35490302,249570.709079777,240660.370535587,0,0,0.1,1,0,-150.141976173453,-2150.81285197954,-281.714027435624,-79.2000000737607,-202.878383393464,-318.549879417537,-210.772051335932,94289.9486545811,1,1,1,1,False,False,True,0,False,0,1.10919820125927,False,True,27.9156813656923,27.9156813656923,0,45,197.205258806321,165.421684721062,162.794741193679,105.06699795333,141.93300204667,247,0,305605.64851741,390093.3625089,84487.7139914902,40151.8725212879,17616.7620113807,14000,Istres33,False,-27659.7989734794,-32151.8725212879,-32151.8725212879,-23167.725425671,1,0,-295624.032046046,76884.828139597,2300,14000,305458.417990431,0,111.005973842547,-5159.00257250699,0,False,False,False,0,0,0,False,False,False,False,0.445228685308536,0.0541580640870288,24,3.1,17280.2727799242,-2175.04399455077,-3094.38381529195,0,-4294.38381529195,55.7569598140625,779.93537732196,0,0,0.5,0.125,0.6,0,0,0,0,0,1,0,0,
0.240000000223517,False,96409.3725174183,-130.058629224177,262906.472125193,-62585.8757364527,2679.33449726101,2676.17602208398,-2357.06801047937,1267.33913975386,151.734142698974,2.72802183002481,141.698288857421,0.886833104346509,0.987188882364182,1380.64627168274,-2.79626172740703,14.4203283465675,1.05513244363823,1.21338014530442,True,Istres33,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,18.6843492126569,5.65008571077517,0,-0.213111005238302,-0.321539608844682,0,0,10.4021343983184,361729.129342617,44.1664025150469,0,270.107049548415,187429.366176119,172429.366176119,207972.021678432,-5534.32049180914,-321.539608844682,-351.539608844681,213506.342170241,215506.342170241,211506.342170241,249092.074223134,240195.641209911,0,0,0.1,1,0,-151.2188050133,-2193.46287996686,-281.277434237477,-108.000000100583,-213.111005238302,-321.539608844681,-238.05862932476,94215.9096374515,1,1,1,1,False,False,True,0,False,0,1.11316196646902,False,True,26.0053359957961,26.0053359957961,0,45,197.863722902708,165.449303429012,162.136277097292,105.123329118803,141.876670881198,247,-0.0748426660570985,304698.617054494,389388.928316096,84690.3112616024,40151.8725212879,17640.9549142055,14000,Istres33,False,-27659.7989734794,-32151.8725212879,-32151.8725212879,-23167.725425671,1,0,-295058.344646481,76585.8757364527,2300,14000,304835.731350249,0,110.83520421835,-5159.00257250699,0,False,False,False,0,0,0,False,False,False,False,0.445228685308536,0.0541580640870288,24,3.1,17280.2727799242,-2175.04399455077,-3094.38381529195,0,-4294.38381529195,55.7569598140625,779.93537732196,0,0,0.5,0.125,0.6,0,0,0,0,0,1,0,0,
0.300000000279397,False,96370.6634477129,-127.990396271099,262199.821653863,-62214.3201443518,2674.00107036054,2670.93619967825,-2355.4725028023,1259.22574278561,151.871226503927,2.72239279482978,141.377061426545,0.880399051541941,0.987476564096031,1380.612423526,-2.74632027419265,14.4101798138239,1.10586679481867,1.26696957277434,True,Istres33,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,18.6648519234519,5.61651504551762,0,-0.218789551025776,-0.325323016830621,0,0,10.2863200141892,360928.072230807,53.1664025234288,0,270.107049548415,187016.421234981,172016.421234981,207489.606138851,-5535.70123574906,-325.32301683062,-355.32301683062,213025.3073746,215025.3073746,211025.3073746,248547.787957944,239667.167812108,0,0,0.1,1,0,-152.736310439495,-2238.94830540229,-280.726706710595,-144.00000013411,-218.789551025776,-325.32301683062,-271.99039640521,94131.7151423106,1,1,1,1,False,False,True,0,False,0,1.12162383906088,False,True,25.7158000354729,25.7158000354729,0,45,197.842453481884,165.483618096576,162.157546518116,105.273211955338,141.726788044662,247,-0.210287459508399,303904.108499247,388587.871204287,84683.7627050399,40151.8725212879,17640.172185175,14000,Istres33,False,-27659.7989734794,-32151.8725212879,-32151.8725212879,-23167.725425671,1,0,-294351.694175151,76214.3201443518,2300,14000,304058.452371986,0,110.755309731404,-5159.00257250699,0,False,False,False,0,0,0,False,False,False,False,0.445228685308536,0.0541580640870288,24,3.1,17280.2727799242,-2175.04399455077,-3094.38381529195,0,-4294.38381529195,55.7569598140625,779.93537732196,0,0,0.5,0.125,0.6,0,0,0,0,0,1,0,0,
0.240000000223517,False,96340.1794417829,-126.20184868545,261634.857206435,-61918.8513110072,2669.67021229978,2666.68560873402,-2354.19431529219,1252.58982179925,151.984017089752,2.71845650522803,141.146286526186,0.880674240798619,0.987802938759719,1380.56989064484,-2.71795637989305,14.2364786556738,1.12367033895416,1.28642917645893,True,Istres33,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,18.6512177971583,5.59303964413916,0,-0.224754406049131,-0.32863197918074,0,0,10.1941338121389,360288.499139943,60.3664025301343,0,270.107049548415,186686.721306641,171686.721306641,207099.47331946,-5541.77041407602,-328.63197918074,-358.63197918074,212641.243733536,214641.243733536,210641.243733536,248113.223625626,239245.228652603,0,0,0.1,1,0,-154.078102914524,-2275.68614008409,-280.279951599974,-172.800000160933,-224.754406049131,-328.63197918074,-299.001848846383,94064.4933016988,1,1,1,1,False,False,True,0,False,0,1.12164395527676,False,True,25.4853345303471,25.4853345303471,0,45,197.82184909811,165.510888596025,162.17815090189,105.412532319902,141.587467680098,247,-0.328337104500207,303270.878932293,387948.298113422,84677.4191811292,40151.8725212879,17639.4140101954,14000,Istres33,False,-27659.7989734794,-32151.8725212879,-32151.8725212879,-23167.725425671,1,0,-293786.729727723,75918.8513110072,2300,14000,303437.496938814,0,110.694520184099,-5159.00257250699,0,False,False,False,0,0,0,False,False,False,False,0.445228685308536,0.0541580640870288,24,3.1,17280.2727799242,-2175.04399455077,-3094.38381529195,0,-4294.38381529195,55.7569598140625,779.93537732196,0,0,0.5,0.125,0.6,0,0,0,0,0,1,0,0,
0.220000000204891,False,96312.5866950367,-124.995121660859,261117.248400869,-61649.3759610654,2665.92127989355,2662.98938979303,-2353.05285364614,1246.85795425864,152.081354144049,2.71459198671345,140.920522031517,0.883326841322736,0.988434169284962,1380.52401748505,-2.69415269093682,13.8631730963716,1.04741011801734,1.19945443483017,True,Istres33,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,18.6378322643794,5.56999227404116,0,-0.229437242520166,-0.330772273324439,0,0,10.1155352343749,359703.866179351,65,0,270.107049548415,186385.343015456,171385.343015456,206761.027525976,-5529.14411472433,-330.772273324439,-360.772273324439,212290.1716407,214290.1716407,210290.1716407,247715.988914222,238859.534595842,0,0,0.1,1,0,-154.896341673949,-2309.54079357204,-279.891463334807,-199.200000185519,-229.437242520166,-330.772273324439,-324.195121846378,94003.0459014647,1,1,1,1,False,False,True,0,False,0,1.11899030239456,False,True,25.2888380859373,25.2888380859373,0,45,197.803110621576,165.535746632995,162.196889378424,105.559260362726,141.440739637274,247,-0.436308746749471,302692.014797295,387363.665152831,84671.6503555355,40151.8725212879,17638.7245631561,14000,Istres33,False,-27659.7989734794,-32151.8725212879,-32151.8725212879,-23167.725425671,1,0,-293269.120922157,75649.3759610654,2300,14000,302868.957421775,0,110.630908586864,-5159.00257250699,0,False,False,False,0,0,0,False,False,False,False,0.445228685308536,0.0541580640870288,24,3.1,17280.2727799242,-2175.04399455077,-3094.38381529195,0,-4294.38381529195,55.7569598140625,779.93537732196,0,0,0.5,0.125,0.6,0,0,0,0,0,1,0,0,
0.220000000204891,False,96285.2304829412,-124.015960806674,260599.902745596,-61381.124569744,2662.27650935271,2659.3864430948,-2351.88574652184,1241.35800195746,152.174284628983,2.71092505829455,140.713612885255,0.884287098824587,0.98903301636562,1380.49217349548,-2.67693293790759,13.4647070581408,1.02344065862491,1.17140670318587,True,Istres33,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,18.6251311244148,5.54812329965938,0,-0.233687163984559,-0.332431894516298,0,0,10.0411952404547,359120.555948451,65,0,270.107049548415,186084.646591426,171084.646591426,206431.873925647,-5508.01992139782,-332.431894516298,-362.431894516298,211939.893847045,213939.893847045,209939.893847045,247319.652944734,238474.713170312,0,0,0.1,1,0,-155.496817570713,-2343.49295721797,-279.512778377387,-225.600000210106,-233.687163984559,-332.431894516298,-349.61596101678,93941.7375257232,1,1,1,1,False,False,True,0,False,0,1.11845238687782,False,True,25.1029881011367,25.1029881011367,0,45,197.784520130562,165.560485951561,162.215479869438,105.719228248319,141.280771751681,247,-0.529041490033654,302114.427610373,386780.35492193,84665.9273115575,40151.8725212879,17638.0406255047,14000,Istres33,False,-27659.7989734794,-32151.8725212879,-32151.8725212879,-23167.725425671,1,0,-292751.775266884,75381.124569744,2300,14000,302301.035167449,0,110.563721472721,-5159.00257250699,0,False,False,False,0,0,0,False,False,False,False,0.445228685308536,0.0541580640870288,24,3.1,17280.2727799242,-2175.04399455077,-3094.38381529195,0,-4294.38381529195,55.7569598140625,779.93537732196,0,0,0.5,0.125,0.6,0,0,0,0,0,1,0,0,
0.220000000204891,False,96258.0478039116,-123.396597520313,260082.822737914,-61114.0445900483,2658.77980182634,2655.91477919005,-2350.7228954987,1236.11697783759,152.26256555671,2.70737800810589,140.517777916486,0.886805356719696,0.989629634685687,1380.46211098785,-2.66484062039859,13.0220045198376,0.972251962592996,1.11330627817587,True,Istres33,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,18.6128452066764,5.52696925986223,0,-0.23762679632318,-0.333316754281992,0,0,9.97137754876294,358538.561462381,65,0,270.107049548415,185784.628433857,170784.628433857,206115.541970004,-5474.86418815595,-333.316754281992,-363.316754281992,211590.40615816,213590.40615816,209590.40615816,246924.210971229,238090.759767962,0,0,0.1,1,0,-155.751294277265,-2377.48036357558,-279.147891797578,-249.297686127991,-237.62679632318,-333.316754281992,-372.694283648304,93880.567440336,1,1,1,1,False,False,True,0,False,0,1.11594909433829,False,True,24.9284438719074,24.9284438719074,0,45,197.766056894527,165.5851155163,162.233943105473,105.887086892219,141.112913107781,247,-0.603641562673243,301538.11677347,386198.36043586,84660.24366239,40151.8725212879,17637.3614331437,14000,Istres33,False,-27659.7989734794,-32151.8725212879,-32151.8725212879,-23167.725425671,1,0,-292234.695259202,75114.0445900483,2300,14000,301733.718380817,0,110.491369937817,-5159.00257250699,0,False,False,False,0,0,0,False,False,False,False,0.445228685308536,0.0541580640870288,24,3.1,17280.2727799242,-2175.04399455077,-3094.38381529195,0,-4294.38381529195,55.7569598140625,779.93537732196,0,0,0.5,0.125,0.6,0,0,0,0,0,1,0,0,
0.300000000279397,False,96221.1875778159,-122.812096895744,259378.149344944,-60751.6458144996,2654.13236745986,2651.28946229079,-2349.09738840322,1229.25883061759,152.377393883048,2.702407182356,140.250670496718,0.890846098741619,0.991212043120489,1380.44095588989,-2.65234252051471,11.9146085716954,0.946646677397475,1.08044734583629,True,Istres33,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,18.5956277575265,5.49732405042199,0,-0.241545504499435,-0.333974442698195,0,0,9.88148930070787,357746.751133815,65,0,270.107049548415,185376.450209481,170376.450209481,205694.964913523,-5419.95914233246,-333.974442698195,-363.974442698195,211114.924055856,213114.924055856,209114.924055856,246386.207525382,237568.386658,0,0,0.1,1,0,-155.849654506275,-2423.84275653931,-278.66175140202,-274.700713122711,-241.545504499435,-333.974442698195,-397.512810018455,93797.3448212766,1,1,1,1,False,False,True,0,False,0,1.1126636177906,False,True,24.7037232517697,24.7037232517697,0,45,197.741116816244,165.618539361126,162.258883183756,106.145759675779,140.854240324221,247,-0.686101335041203,300753.983551957,385406.550107294,84652.5665553366,40151.8725212879,17636.4440830154,14000,Istres33,False,-27659.7989734794,-32151.8725212879,-32151.8725212879,-23167.725425671,1,0,-291530.021866232,74751.6458144996,2300,14000,300961.064261313,0,110.388531208906,-5159.00257250699,0,False,False,False,0,0,0,False,False,False,False,0.445228685308536,0.0541580640870288,24,3.1,17280.2727799242,-2175.04399455077,-3094.38381529195,0,-4294.38381529195,55.7569598140625,779.93537732196,0,0,0.5,0.125,0.6,0,0,0,0,0,1,0,0,
0.240000000223517,False,96191.7920620456,-123.005403908486,258814.778913294,-60463.1460810647,2650.66024437152,2647.80463812968,-2347.78660310171,1224.24158890195,152.460436513979,2.69913415956787,140.081222928181,0.892372481624268,0.992544085056949,1380.42514523773,-2.65577198703385,11.0828923225059,0.860174282582248,0.986318326067448,True,Istres33,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,18.5842909884952,5.47780426619724,0,-0.24474708509839,-0.333052492277784,0,0,9.81832643314002,357115.222127268,65,0,270.107049548415,185050.897006607,170050.897006607,205379.330619448,-5356.360267977,-333.052492277784,-363.052492277784,210735.690887425,212735.690887425,208735.690887425,245957.108826594,237151.754341801,0,0,0.1,1,0,-155.290077715045,-2460.82361405012,-278.295481623531,-288.705140132971,-244.74708509839,-333.052492277784,-411.710544041457,93730.9684479955,1,1,1,1,False,False,True,0,False,0,1.11225312915337,False,True,24.54581608285,24.54581608285,0,45,197.721237052881,165.645157366045,162.278762947119,106.331283851001,140.668716148999,247,-0.713816158312468,300128.573689759,384775.021100748,84646.4474109887,40151.8725212879,17635.7129451001,14000,Istres33,False,-27659.7989734794,-32151.8725212879,-32151.8725212879,-23167.725425671,1,0,-290966.651434582,74463.1460810647,2300,14000,300343.723708926,0,110.29774271621,-5159.00257250699,0,False,False,False,0,0,0,False,False,False,False,0.445228685308536,0.0541580640870288,24,3.1,17280.2727799242,-2175.04399455077,-3094.38381529195,0,-4294.38381529195,55.7569598140625,779.93537732196,0,0,0.5,0.125,0.6,0,0,0,0,0,1,0,0,
0.220000000204891,False,96164.6823876441,-124.311112794115,258298.648657096,-60199.6463695768,2647.79051124234,2644.87076029451,-2346.52362834547,1220.314795566,152.523213783622,2.69615346245735,139.942770785112,0.894207683697097,0.993898084196295,1380.38561860733,-2.67736844497213,10.215744958296,0.689580985613369,0.814344572282431,True,Istres33,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,18.5739667479135,5.46002786554161,0,-0.245750702256035,-0.329639719461615,0,0,9.77366602606108,356538.381649372,65,0,270.107049548415,184753.535740251,169753.535740251,205115.925494267,-5273.37268618081,-329.639719461615,-359.639719461615,210389.298180448,212389.298180448,208389.298180448,245565.168795482,236771.201141724,0,0,0.1,1,0,-153.676005843188,-2494.3423169482,-277.987118637303,-297.71074759366,-245.750702256035,-329.639719461615,-422.021860387775,93670.3400706959,1,1,1,1,False,False,True,0,False,0,1.1114846162885,False,True,24.4341650651527,24.4341650651527,0,45,197.703120190317,165.669489877503,162.296879809683,106.490991831205,140.509008168795,247,-0.717683802527609,299557.309500837,384198.180622852,84640.871122015,40151.8725212879,17635.0467071678,14000,Istres33,False,-27659.7989734794,-32151.8725212879,-32151.8725212879,-23167.725425671,1,0,-290450.521178383,74199.6463695768,2300,14000,299778.406117193,0,110.20421875979,-5159.00257250699,0,False,False,False,0,0,0,False,False,False,False,0.445228685308536,0.0541580640870288,24,3.1,17280.2727799242,-2175.04399455077,-3094.38381529195,0,-4294.38381529195,55.7569598140625,779.93537732196,0,0,0.5,0.125,0.6,0,0,0,0,0,1,0,0,
