step,time,alt,speed,hdot,range,az_err,lat,long,pitch,roll,unl_roll,roll_ref,l_d,drag,drag_ref,entry_phase,
62,122,107.600311811276,7830.14016086824,-118.487520253855,7643.91033893607,-11.8285003309578,65.4357986079164,-3.87320020533969,38,0,0,0,0.365254845240166,0.0501238574029712,0,1,
63,124,107.363315270817,7830.32577717969,-118.508644739471,7628.63498547001,-11.847835363268,65.5440293852157,-4.08981285253788,38,0,0,0,0.368936628038313,0.0517103996866063,0,1,
64,126,107.126278703983,7830.50823004282,-118.527533227537,7613.35999175344,-11.8672932591945,65.6519736545034,-4.30817306854129,38,0,0,0,0.372672116038885,0.0533502281985425,0,1,
65,128,106.889206658258,7830.68740593325,-118.544109577576,7598.08609098456,-11.886888367521,65.759635989339,-4.52829941679141,38,0,0,0,0.376461606371271,0.055045080945252,0,1,
66,130,106.652103835537,7830.86318795688,-118.55829555134,7582.81272737861,-11.906569633869,65.8670069631689,-4.75021193927017,38,0,0,0,0.38030433314481,0.0567964034793491,0,1,
67,132,106.414975097461,7831.03545504479,-118.570009871925,7567.54024413917,-11.9263569113299,65.9740853072163,-4.97392782908895,38,0,0,0,0.384199633273879,0.0586058251696908,0,1,
68,134,106.177825472442,7831.20408398158,-118.579166489172,7552.26853798138,-11.9462730753889,66.0808691176709,-5.19946703637311,38,0,0,0,0.388147081667938,0.0604751035299155,0,1,
69,136,105.94066016269,7831.36894762627,-118.585677994953,7536.9974533794,-11.9663057989009,66.1873454136922,-5.42685007020839,38,0,0,0,0.392146514535089,0.0624048803047144,0,1,
70,138,105.703484550131,7831.52991632319,-118.589452386283,7521.72755155303,-11.9864668057578,66.2935219544863,-5.65609426837784,38,0,0,0,0.396196185715914,0.0643974679541539,0,1,
71,140,105.466304202953,7831.68685678119,-118.590394841869,7506.45813454042,-12.0067364939376,66.3993854378429,-5.88722122565548,38,0,0,0,0.400295210906825,0.0664538872124246,0,1,
72,142,105.229124882436,7831.83963328968,-118.588407388436,7491.18974591184,-12.0271224519086,66.5049361511601,-6.12024982623711,38,0,0,0,0.404442426298314,0.0685755539432891,0,1,
73,144,104.991952551072,7831.98810657323,-118.583386489089,7475.92213221812,-12.0476354529199,66.6101679816351,-6.35520042404681,38,0,0,0,0.408636688345267,0.0707637358987752,0,1,
74,146,104.754793379274,7832.1321355974,-118.575228632126,7460.65540881994,-12.0682599258004,66.7150732522387,-6.59209372055847,38,0,0,0,0.412875523010273,0.0730194286165893,0,1,
75,148,104.517653746813,7832.27157865559,-118.563827614118,7445.38977800895,-12.0890047098769,66.819654092631,-6.83094883089842,38,0,0,0,0.417152656586217,0.0753430832842482,0,1,
76,150,104.28054024903,7832.4062909803,-118.549073459496,7430.12486839696,-12.1098742238026,66.9238983604607,-7.07178708731425,38,0,0,0,0.421474607836982,0.0777347352686702,0,1,
77,152,104.04345970872,7832.5361191172,-118.530847623954,7414.86114689798,-12.1308697139395,67.0278077582915,-7.31462862670497,38,0,0,0,0.425841312348726,0.0802026828931384,0,1,
78,154,103.806419192553,7832.66089959553,-118.509025609888,7399.59823806093,-12.1519940344265,67.1313763945459,-7.55949444764025,38,0,0,0,0.430257501456503,0.0827501999623594,0,1,
79,156,103.569426026803,7832.78046045666,-118.483471668269,7384.33622270382,-12.1732415573134,67.2345939143237,-7.80640517156991,38,0,0,0,0.434725707062837,0.0853817353107542,0,1,
80,158,103.332487815875,7832.8946196468,-118.454044056407,7369.07547235796,-12.1946101070256,67.33746213417,-8.05538141973631,38,0,0,0,0.43924771150579,0.088101828063532,0,1,
81,160,103.095612456901,7833.00318708641,-118.420591443105,7353.81559526907,-12.2161150881701,67.4399726032036,-8.3064446624453,38,0,0,0,0.443825018002765,0.0909145873523079,0,1,
82,162,102.858808158669,7833.10596240945,-118.382952878583,7338.55681265086,-12.2377494894649,67.5421191771997,-8.55961562237428,38,0,0,0,0.448457449052436,0.0938247417839854,0,1,
83,164,102.622083460476,7833.20273715282,-118.340960002038,7323.29922537537,-12.259513118182,67.6439007268227,-8.81491596862782,38,0,0,0,0.453145568902337,0.0968362321690154,0,1,
84,166,102.385447246173,7833.29329280028,-118.294435674244,7308.04259350594,-12.2814075100961,67.7453089088934,-9.07236698070892,38,0,0,0,0.457888800926548,0.0999537647416101,0,1,
85,168,102.148908763899,7833.37740199358,-118.243193089808,7292.78713252362,-12.3034348815553,67.8463373780248,-9.33198986955671,38,0,0,0,0.462685228363313,0.103181661601178,0,1,
86,170,101.912477645149,7833.45482849395,-118.1870356319,7277.53293440402,-12.325573837299,67.9469830676901,-9.59380618933301,38,0,0,0,0.467533048591086,0.106524320491658,0,1,
87,172,101.676163921379,7833.52532589016,-118.125759911162,7262.2798806892,-12.3478817849655,68.0472411517496,-9.85783753750331,38,0,0,0,0.47242993248578,0.109986135921319,0,1,
88,174,101.439978042132,7833.58863917158,-118.059151269795,7247.02795788295,-12.3703073185397,68.147105079824,-10.1241055985942,38,0,0,0,0.47737218517036,0.113571943132267,0,1,
89,176,101.203930893263,7833.64450183618,-117.986988015541,7231.77725002138,-12.3928584899895,68.2465674220811,-10.3926321597492,38,0,0,0,0.482356410989344,0.117286182767929,0,1,
90,178,100.968033816507,7833.6926392111,-117.909035620572,7216.5278850378,-12.4155586828354,68.3456231110864,-10.6634388214591,38,0,0,0,0.487377698531745,0.121133944996487,0,1,
91,180,100.732298629201,7833.73276491842,-117.825053333559,7201.27985529668,-12.4383954372398,68.44426949154,-10.9365474696687,38,0,0,0,0.492430790530619,0.125120223462977,0,1,
92,182,100.496737643284,7833.7645823978,-117.734787451154,7186.0330031797,-12.4613686478659,68.542496807793,-11.2119798265812,38,0,0,0,0.497510433474466,0.129250137945131,0,1,
93,184,100.261363684771,7833.78778299789,-117.637977164255,7170.7875837055,-12.4844789674379,68.6403018109049,-11.4897579061626,38,0,0,0,0.5026092238236,0.133529286688272,0,1,
94,186,100.026190111562,7833.80204638792,-117.534351846293,7155.5434639119,-12.5077243169916,68.7376759055464,-11.7699034450088,38,0,0,0,0.507721362322207,0.137963602259702,0,1,
95,188,99.7912308352264,7833.80704080927,-117.423628172285,7140.30082129688,-12.5311115822557,68.8346143334094,-12.0524382019363,38,0,0,0,0.512838070078488,0.142557910911007,0,1,
96,190,99.5565003362596,7833.80243021538,-117.305522522582,7125.05961069309,-12.5546481193728,68.9311108745372,-12.3373841750818,38,0,0,0,0.517942077127857,0.147310149632948,0,1,
