step,time,alt,speed,hdot,range,az_err,lat,long,pitch,roll,unl_roll,roll_ref,l_d,drag,drag_ref,hdot_ref,entry_phase,
1,0,121.993,7824.83890465838,-137.426366773125,8500.37714496984,3.11378055067553,-29.5512829638317,-132.654963170858,38,0,0,0,0.237987298799581,0.00894743336599638,0,0,1,
2,2,121.718097654028,7825.15358599178,-137.475850068653,8500.37722531459,3.11221558270107,-29.4526012675934,-132.552350351517,38,0,0,0,0.238949080671182,0.00886678856836626,0,0,1,
3,4,121.44309721611,7825.46793911877,-137.524457876422,8485.60040021335,3.11798118386917,-29.3538163231517,-132.449940449987,38,0,0,0,0.239773439917761,0.00910126297900417,0,0,1,
4,6,121.168000442136,7825.78194792929,-137.572185391201,8470.82190169082,3.12376868221994,-29.2549344308206,-132.347741627507,38,0,0,0,0.240638958205604,0.00934273976340938,0,0,1,
5,8,120.892809097374,7826.09559622609,-137.619027703723,8456.04281490879,3.12958335466494,-29.155953973727,-132.245743757475,38,0,0,0,0.241547011766476,0.00959178130746236,0,0,1,
6,10,120.617524957432,7826.40886589123,-137.664979463973,8441.26234717988,3.13542103816475,-29.0568722343905,-132.14395064535,38,0,0,0,0.242499359612885,0.00984892169895845,0,0,1,
7,12,120.342149808967,7826.72173801736,-137.710035119033,8426.48057763501,3.14128489795471,-28.9576931448687,-132.042357565438,38,0,0,0,0.243497819515675,0.010114705021343,0,0,1,
8,14,120.066685450598,7827.03419265933,-137.754188121967,8411.6975198393,3.14717423748386,-28.8584168620802,-131.940969400511,38,0,0,0,0.244543928920962,0.0103896983261031,0,0,1,
9,16,119.791133694116,7827.34620938469,-137.797431909015,8396.91355292749,3.15308887799664,-28.7590463728798,-131.839780333607,38,0,0,0,0.245641727941551,0.0106747476659711,0,0,1,
10,18,119.51549636622,7827.6577628781,-137.839758069115,8382.1285420244,3.15902654516954,-28.6595771697971,-131.738790977549,38,0,0,0,0.246800472859948,0.0109716684473833,0,0,1,
