guid_id,loop_dt,rwy_alt,vel,surfv,mach,hdot,lat,long,range,delaz,nz,drag,eow,prog_pch,prog_roll,prog_yaw,flap_defl,spdbk_defl,
11,0.560000000521541,120385.631228167,7827.24687792916,7827.24687792916,20.5242070319552,-131.646886399506,65.0328081337085,-3.24690331924052,7681.52295033718,-11.7572124552517,1.95582421811912E-05,0.0258318508347772,10975009.4424983,9.98949219016507,-20.441697029369,11.1502061065397,0,0,
11,0.580000000540167,120309.171190245,7827.32800193847,7827.32800193847,20.5477664534589,-131.640280971056,65.0641904065643,-3.30836699708265,7677.09361876123,-11.7648649595492,3.98096346111644E-05,0.0258454891634488,10974954.4289773,13.6876601704237,-21.0128679836585,11.1585046920608,0,0,
11,0.580000000540167,120232.674365509,7827.396426051,7827.396426051,20.5714107753972,-131.637002300817,65.0955503032817,-3.36997110318516,7672.66430694259,-11.7725101851929,7.66944540879329E-05,0.0258712532021591,10974865.6299531,18.7407798308555,-21.8106733293946,11.3463892812257,0,0,
11,0.600000000558794,120153.523162932,7827.45607735843,7827.45607735843,20.5951271013763,-131.64778441056,65.1268876648961,-3.43171599707932,7668.08228533881,-11.7805765069497,0.000130876827455232,0.0267069201397228,10974742.919818,24.5381647422504,-22.4231167739662,11.6119376558775,0,0,
11,0.560000000521541,120079.676646556,7827.52087652466,7827.52087652466,20.6181378199471,-131.663459311659,65.1571226554809,-3.49146585611946,7663.8057691534,-11.7879952337367,0.000168522477100001,0.0283662123056928,10974653.625728,29.2417291310989,-22.5670709371413,11.663575128809,0,0,
11,0.560000000521541,120005.861369867,7827.5941827276,7827.5941827276,20.6412561321085,-131.673080264826,65.187336091862,-3.55134795698328,7659.52929730997,-11.7954189035338,0.000193013918888916,0.0294502655270883,10974587.1911193,32.6115841447673,-22.413973398416,11.6134557087615,0,0,
11,0.560000000521541,119932.073579799,7827.68360912043,7827.68360912043,20.6645062119739,-131.681308709745,65.2175279531802,-3.61136262232948,7655.25286807138,-11.8029880636681,0.000205223516719658,0.0296266456207305,10974562.8072755,34.7178047828498,-21.9246949567395,11.4048602300273,0,0,
11,0.560000000521541,119858.29975915,7827.75136021519,7827.75136021519,20.6877902494547,-131.647646746315,65.2476984650594,-3.67150987663993,7650.97647452529,-11.8109982403488,0.000216118815939195,0.0301272033251374,10974477.9941512,36.6718376460646,-20.3675541770107,10.6574225238983,0,0,
11,0.560000000521541,119784.529428003,7827.85221252462,7827.85221252462,20.7113312320432,-131.66555535843,65.2778475492244,-3.73179020157241,7646.7001117136,-11.818802381121,0.00022991985096686,0.0312392476246967,10974482.4622049,38.7325972617451,-17.5628419370429,9.41484521658417,0,0,
11,0.560000000521541,119710.751217186,7827.97066548609,7827.97066548609,20.7351435692824,-131.704613907824,65.307975038628,-3.79220442121181,7642.42376879618,-11.8264343414308,0.000240561060485133,0.0322855075300044,10974534.9923731,40.3366743898525,-13.68152586947,7.684212120792,0,0,
11,0.560000000521541,119636.966589422,7828.08298848431,7828.08298848431,20.7591749227022,-131.731832522413,65.3380809085621,-3.85275287006918,7638.1474473391,-11.8337938514351,0.000247854948410987,0.0331648445841802,10974573.3197602,41.3508651547967,-8.69358362105839,4.77892400686898,0,0,
11,0.560000000521541,119563.177081895,7828.19003813458,7828.19003813458,20.7834160386368,-131.754125937661,65.3681648500246,-3.9134365772988,7633.8711409299,-11.8406300369112,0.000249766810288745,0.0332000040703235,10974601.4883442,41.9385743578002,-4.37571642916573,2.01684108425588,0,0,
11,0.560000000521541,119489.384981,7828.28839268757,7828.28839268757,20.8078496486739,-131.764263158521,65.3982266956372,-3.97425599936549,7629.59484809204,-11.8475127333717,0.000252882051109149,0.0335494769152879,10974606.3085542,42.2051748316685,-1.44415977583795,0.154481950435235,0,0,
11,0.560000000521541,119415.594517653,7828.37914735658,7828.37914735658,20.8324845999807,-131.764707374045,65.4282663587118,-4.03521150454503,7625.31857067098,-11.8544262343787,0.000255424245743699,0.0338338428686011,10974590.8300189,42.2864942249796,0.0411021018226405,-0.624491665556536,0,0,
11,0.560000000521541,119341.806919072,7828.46278904876,7828.46278904876,20.8573142397569,-131.766493535854,65.4582838176094,-4.09630320764866,7621.04231747056,-11.8616928461019,0.000258758772263048,0.0342551145206404,10974554.0228713,42.2631809923983,0.469530052404879,-0.617486393718917,0,0,
11,0.560000000521541,119268.02139071,7828.5404742228,7828.5404742228,20.8823401263428,-131.764263458786,65.4882790675811,-4.15753116601895,7616.76609491982,-11.8690822536715,0.000261294130169606,0.0345966346113264,10974500.5859821,42.1691055876638,0.682868966097059,-0.530147833139615,0,0,
11,0.560000000521541,119194.238417893,7828.61798070038,7828.61798070038,20.907584246863,-131.761898226009,65.518252041193,-4.21889577908531,7612.48990440452,-11.8765220664558,0.000263403858657819,0.0348697556951029,10974446.5455124,42.0309757105738,0.774449608187121,-0.416618704537308,0,0,
11,0.560000000521541,119120.457469322,7828.69557482085,7828.69557482085,20.9330437591964,-131.759550513304,65.5482026355043,-4.28039738808165,7608.21374426781,-11.8839813648218,0.000265149101641945,0.0350748129831744,10974392.6501533,41.859803887885,0.797457447793802,-0.308664881658025,0,0,
11,0.560000000521541,119046.678548977,7828.77281681033,7828.77281681033,20.9587156536231,-131.75674317226,65.5781307802642,-4.34203641839136,7603.9376182318,-11.8914594423846,0.000266210449292541,0.0351129748126104,10974337.7986814,41.6673951416604,0.778756589584406,-0.214538376965608,0,0,
