mode,time,alt,speed,hdot,range,lat,long,pitch,roll,tgt_range,range_err,az_err,roll_ref,l_d,
1,84871.9091638317,131.400771772127,7963.13908981997,-128.432942153091,8436.295416568,59.4154729202482,5.5740304750843,38.3070181646516,-0.591460417504553,0,-34.3557323376372,-10.9300476368405,54.195972672734,0.979036146917309,
1,84875.1691638323,130.982265294013,7963.54774592832,-128.314201848308,8411.79585280855,59.6091221811588,5.33411154716897,38.0172159031321,-0.462179028507989,0,26.9889305168635,-10.9641608935888,54.4147068695778,0.989093777716304,
1,84878.469163833,130.559018789755,7963.96739586951,-128.200180806047,8384.84637678193,59.8047696836295,5.08854931546658,38.0483766893709,-0.197497582416793,0,32.0057430342204,-11.0019251667978,54.6113020664343,0.992370442032576,
1,84881.6891638337,130.146419844731,7964.37110923236,-128.080023602468,8360.34694942451,59.9952998136766,4.84627620378492,38.0934485652975,-0.0762603224254859,0,-19.2953866135722,-11.0365226285604,54.4480287007924,0.988508492540151,
1,84884.9491638343,129.729078337599,7964.78336690679,-127.961480347014,8335.84764192421,60.1878121266101,4.59826595592507,38.0848794802547,-0.0271757837965566,0,33.6705031066776,-11.0713983016802,54.6987933357295,0.992130124093379,
1,84888.169163835,129.317243893855,7965.18771137761,-127.839272639075,8311.34848760303,60.3775743780472,4.35055762164973,38.0699683433579,-0.0314919832374557,0,-12.766898860953,-11.1065276005776,54.5789272823543,0.991391929456582,
1,84891.4291638356,128.900699649973,7965.59615365589,-127.712928183982,8286.84952643786,60.5692927953041,4.09694816223723,38.0571897691778,-0.0024627210169962,0,14.0276489637599,-11.1419264942707,54.6877507354797,0.98948842206365,
1,84894.6491638363,128.489669935826,7966.00007840279,-127.587358105666,8262.35079010938,60.7582541881359,3.84361220128682,38.0495853180808,0.025226474866289,0,-14.6536777864467,-11.1775860470362,54.5731069357694,0.98842341254826,
1,84897.909163837,128.07395327295,7966.40836257822,-127.457973078346,8237.85231839344,60.9491444874017,3.58420491385973,38.0351403851335,0.0128254334791226,0,10.2338094689831,-11.2135079910285,54.6575537622596,0.991344516534941,
1,84901.1291638376,127.663749260294,7966.8128617533,-127.330357159329,8213.35413668075,61.1372704861866,3.32504119734303,38.0287301108791,-0.00161524414152955,0,-13.1649086539437,-11.2533283787771,54.5568988305969,0.992933226543425,
