step,time,alt,speed,hdot,range,lat,long,pitch,roll,tgt_range,range_err,az_err,roll_ref,l_d,
138,685,83.3556385179339,7464.06682319421,-9.78626893197071,4496.68526219943,72.7717829897125,-95.4128954264509,30,-60,0,0,-18.2125760474658,0,1.13651586987009,
139,690,83.2992675766535,7459.57609384894,-12.756975897945,4462.28060894627,72.5745868895364,-96.3063812995757,30,-60,0,0,-18.3330043378692,0,1.13809108639404,
140,695,83.2279872188223,7455.06911426072,-15.7486797721375,4427.9288614962,72.3736147309419,-97.1797746586519,30,-60,0,0,-18.4554713224984,0,1.14006245983432,
141,700,83.1417113996409,7450.53570925156,-18.7537548560782,4393.63078189645,72.1690018327041,-98.0334012602739,30,-60,0,0,-18.5799583150886,0,1.1423915791233,
142,705,83.0403926296271,7445.96527125127,-21.7644100219284,4359.38692888554,71.9608799451653,-98.8676037670502,30,-60,0,0,-18.7063766950975,0,1.1451166000777,
143,710,82.9240229511894,7441.34653779474,-24.7725742357425,4325.19791897898,71.7493783944453,-99.6827351397241,30,-60,0,0,-18.8346777870451,0,1.14814802568651,
144,715,82.7926353911031,7436.66770243772,-27.7699577456159,4291.06460441761,71.5346222187924,-100.479158396251,30,-60,0,0,-18.9647926769552,0,1.1514662065418,
145,720,82.6463051878139,7431.91620715671,-30.7479482638707,4256.98785137222,71.3167291743287,-101.257243795071,30,-60,0,0,-19.0966538791688,0,1.15502528486814,
146,725,82.4851514665754,7427.07867001555,-33.6975917745986,4222.96824229427,71.0958153699119,-102.017366452677,30,-60,0,0,-19.2301824180315,0,1.15876966164825,
147,730,82.3093391103595,7422.14074439747,-36.6095338583991,4189.00662644514,70.8719961576207,-102.75990352538,30,-60,0,0,-19.3652921877179,0,1.16263251323232,
148,735,82.1190807889635,7417.08703596273,-39.4740069552202,4155.10422368699,70.6453769560817,-103.485232331083,30,-60,0,0,-19.5018943757975,0,1.16653618765208,
149,740,81.9146391294906,7411.90105205461,-42.2807908376424,4121.26169091012,70.4160626140649,-104.193731127174,30,-60,0,0,-19.6398854980411,0,1.17039250703092,
150,745,81.6963291417034,7406.56542951777,-45.0191575216151,4087.48001510848,70.184158352676,-104.885773690966,30,-60,0,0,-19.7791549324397,0,1.17423908997195,
151,750,81.4645205600737,7401.0628378155,-47.6779114992334,4053.76066850259,69.949759096881,-105.561730342493,30,-60,0,0,-19.9195843100753,0,1.17829083579913,
152,755,81.219640574445,7395.3751544559,-50.2452913185177,4020.1044657876,69.7129581803423,-106.221968777681,30,-60,0,0,-20.0610413311279,0,1.1825457539579,
153,760,80.9621765002366,7389.48335500887,-52.7090002358185,3986.51241235052,69.4738498648557,-106.866846632041,30,-60,0,0,-20.2033847449998,0,1.18698889143364,
154,765,80.6926784674106,7383.36752353672,-55.0562127242193,3952.98604759098,69.232521470688,-107.496718356838,30,-60,0,0,-20.3464623424595,0,1.1916069549882,
155,770,80.4117619999209,7377.00649418434,-57.2736007408543,3919.526506645,68.9890588706565,-108.111929542374,30,-60,0,0,-20.4901100330215,0,1.19558491493746,
156,775,80.120110459907,7370.37624994116,-59.3473722189242,3886.13514347483,68.7435419958388,-108.712815961439,30,-60,0,0,-20.6341530977495,0,1.19947561790228,
157,780,79.8184771358594,7363.45077201706,-61.2633917035903,3852.8130429341,68.4960573503001,-109.299707726724,30,-60,0,0,-20.7784052826152,0,1.20346629005168,
158,785,79.5076864201333,7356.20651588459,-63.0072984956368,3819.56227446744,68.2466770217471,-109.87292229198,30,-60,0,0,-20.922672863408,0,1.20754071794413,
159,790,79.188635561347,7348.61905685498,-64.5642933629007,3786.38372823945,67.9954795679624,-110.432768163465,30,-60,0,0,-21.0667454745011,0,1.21168839169819,
160,795,78.8622970523527,7340.66304345979,-65.9190949461047,3753.27926634013,67.7425351090603,-110.979544381136,30,-60,0,0,-21.2104023830422,0,1.21590257938218,
161,800,78.5297209004853,7332.31221387148,-67.0560065157666,3720.250120366,67.4879204658696,-111.513542081929,30,-60,0,0,-21.3534063251476,0,1.22017038981481,
162,805,78.192035356951,7323.5404013422,-67.9594699547977,3687.2984815458,67.2317030325292,-112.035037492975,30,-60,0,0,-21.4955192700988,0,1.2244779355476,
163,810,77.8504469931945,7314.32066781195,-68.6137696158295,3654.42582086356,66.9739466579884,-112.544299754265,30,-60,0,0,-21.6364876551631,0,1.22880881104514,
164,815,77.5062398496009,7304.62646343587,-69.0036955693588,3621.63341575905,66.7147245196448,-113.04158786375,30,-60,0,0,-21.7760560879147,0,1.2331452344011,
165,820,77.1607722279495,7294.43190147993,-69.1148256272674,3588.92376574023,66.4540978433417,-113.52714884047,30,-60,0,0,-21.9139675662831,0,1.23746734472818,
166,825,76.8154717269223,7283.71229991026,-68.9339434233229,3556.29828249232,66.192129659039,-114.001221487694,30,-60,0,0,-22.0499715571911,0,1.24175427206964,
167,830,76.4718281666124,7272.44472263266,-68.4494645059531,3523.75873027849,65.9288819787924,-114.464031152036,30,-60,0,0,-22.1838271299039,0,1.24598367269276,
168,835,76.1313842628067,7260.60846400997,-67.6519010268822,3491.30694806167,65.6644196918901,-114.915804408359,30,-60,0,0,-22.3153064083115,0,1.25013246767622,
