dtg,wow,h,hdot,x,y,surfv,surfv_h,xdot,ydot,psd,mach,qbar,cosphi,costh,weight,gamma,alpha,nz,ovhd,rwid,grtls,cubic_c3,cubic_c4,pbhc_0,pbhc_1,pbrc_0,pbrc_1,alpul,alpll,delrng,dnzc,dnzcl,dnzll,dnzul,dpsac,drpred,dsbc_at,dsbi,eas_cmd,emep,eow,eowerror,eowhdul,eowhdll,en,emax,emin,es,est,gdhfit_0,gdhfit_1,gdh,hdreqg,hderr,herror,hdref,hderrc,hderrcl,hdrefc,href,iel,igi,igs,iphase,itran,ireset,isr,mep,nzc,nztotal,ohalrt,ovhd0,phic,phic_at,betac_at,philim,psha,psc,pst,qberr,qbarf,qbref,qbd,rtan,rpred,rpred2,rpred3,rturn,rf,rwid0,tg_end,xali,xftc,xhac,xmep,ysgn,ysturn,xcir,ycir,xaim,yhac,rcir,xa,freezetgt,freezeapch,al_end,p_mode,f_mode,al_capt_count,geardown,brakeson,tgstp,tgsh,gsstp,gssh,hk,xk,xexp,herrexp,nzc1,nzc2h,nzc2i,dgrnz,dgrnzt,nzsw,smnz1,smnz2,gralpr,alpcmd,hdmax,igra,dsbc_at1,istp4,dummy,
0.180000000167638,False,49189.0514100209,-306.957214822298,2171.17502753552,-11165.8403520686,847.136848416646,789.568304970396,-120.015912340099,780.393675652871,98.7429596435324,0.891787436690306,147.237789950328,0.999965894752285,0.96462807180155,1364.85187554474,-21.2467520454801,5.96218723363536,0.588467449999371,True,KSC15,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,13.7,0.301862604396764,0,0.0833784070408648,0.0986271962183875,0,0,17.1069637761844,109496.777109971,0,0,257.7975,58240.3806392312,60341.547834856,-3380.83280437525,130.627196218388,98.6271962183876,63722.3806392312,67722.3806392312,59722.3806392312,78777.0925240811,77271.6213355962,0,0,0.1,0,50.5519325004433,3550.18313248357,-256.405282321854,50.858697245822,98.6271962183876,-256.098517576476,52739.2345425045,2,1,1,1,False,False,0,False,0,0.964660971802954,False,True,42.767409440461,42.767409440461,0,50,244.150076580283,143.108968823058,115.849923419717,78.0341213186686,146.965878681331,225,0.0761514529974914,37473.3063366458,136362.210531142,98888.9041944961,39357.5069689793,19543.6611701567,14000,KSC15,False,-26865.4334211708,-31357.5069689793,-31357.5069689793,-22373.3598733624,1,0,-33528.6819965148,25165.8403520686,2000,14000,41922.4526602299,-4364.63702019839,True,True,False,0,0,0,False,False,0.445228685308536,0.0541580640870288,24,3.1,17200.2727799242,-1200.99550032983,-2120.33532107101,0,0,0,0,0,0,1.85,0.125,0.258,0,0,0,0,0,1,0,
0.160000000149012,False,49139.9288941645,-306.590401255414,2152.05540168436,-11041.2814924734,846.932698512438,789.491812286615,-120.013024894334,780.316727696719,98.7436013588707,0.891503288796758,147.500803314435,0.999966351575653,0.965758047428143,1364.85187554474,-21.2371190371445,6.20013440748447,0.624330955794596,True,KSC15,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,13.7,0.301444736504513,0,0.0852998510020575,0.0976207278920521,0,0,16.6341306868193,109359.80918987,0,0,257.7975,58180.0599672188,60287.0507287136,-3375.00923850527,129.620727892052,97.6207278920522,63662.0599672188,67662.0599672188,59662.0599672188,78697.9401327341,77194.3521161825,0,0,0.1,0,50.0603454690155,3554.81355561777,-256.530055786399,56.5329576737582,97.6207278920522,-250.057443581656,52694.7424497823,2,1,1,1,False,False,0,False,0,0.965790544758224,False,True,41.5853267170483,41.5853267170483,0,50,244.62226795431,143.229692569881,115.37773204569,77.969211783398,147.030788216602,225,0.181229226945921,37175.1849157999,136225.242611041,99050.0576952411,39357.5069689793,19565.1250200573,14000,KSC15,False,-26865.4334211708,-31357.5069689793,-31357.5069689793,-22373.3598733624,1,0,-33509.5623706636,25041.2814924734,2000,14000,41832.4819853985,-4364.63702019839,True,True,False,0,0,0,False,False,0.445228685308536,0.0541580640870288,24,3.1,17200.2727799242,-1200.99550032983,-2120.33532107101,0,0,0,0,0,0,1.85,0.125,0.258,0,0,0,0,0,1,0,
0.160000000149012,False,49090.8970888701,-305.845307287062,2132.93714152899,-10916.7268193042,846.659194997552,789.487454291951,-120.048525393196,780.306857611353,98.746256696565,0.891157407021144,147.743131959952,0.999952970124278,0.966975152663334,1364.85187554474,-21.2076422896946,6.44197251584733,0.693169791788391,True,KSC15,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,13.7,0.300936082765293,0,0.0863899401292874,0.0958853675523906,0,0,16.6542336613229,109239.935341083,0,0,257.7975,58127.2675242128,60230.820512658,-3378.44701155482,127.885367552391,95.8853675523906,63609.2675242128,67609.2675242128,59609.2675242128,78628.6662342583,77126.7263632537,0,0,0.1,0,49.1857897530857,3564.88474133291,-256.659517533976,61.3081100576987,95.8853675523906,-244.537197229363,52655.781830203,2,1,1,1,False,False,0,False,0,0.967020631523455,False,True,41.6355841533072,41.6355841533072,0,50,244.599509642112,143.350932693768,115.400490357888,77.8827736228195,147.117226377181,225,0.295706017661265,37063.0822764914,136105.368762253,99042.2864857621,39357.5069689793,19564.089570896,14000,KSC15,False,-26865.4334211708,-31357.5069689793,-31357.5069689793,-22373.3598733624,1,0,-33490.4441105083,24916.7268193042,2000,14000,41742.7014232058,-4364.63702019839,True,True,False,0,0,0,False,False,0.445228685308536,0.0541580640870288,24,3.1,17200.2727799242,-1200.99550032983,-2120.33532107101,0,0,0,0,0,0,1.85,0.125,0.258,0,0,0,0,0,1,0,
0.160000000149012,False,49042.0061575961,-304.859582304864,2113.81507126056,-10792.1710128852,846.321949819751,789.507110685907,-120.172455164909,780.307669347961,98.7551369338352,0.890739030016389,147.960633560831,0.999817429883876,0.968096213598204,1364.85187554474,-21.162330131568,6.65154151663808,0.718294787553069,True,KSC15,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,13.7,0.300320817542101,0,0.0870372668991333,0.0936637013947108,0,0,16.703313850347,109121.157777833,0,0,257.7975,58074.9578853576,60173.0567379825,-3383.90114737503,125.663701394711,93.6637013947108,63556.9578853576,67556.9578853576,59556.9578853576,78560.0258682318,77059.7190699444,0,0,0.1,0,48.0640484026054,3575.15176461443,-256.795533902259,65.2342451935962,93.6637013947108,-239.625337111268,52617.1579222105,2,1,1,1,False,False,0,False,0,0.968272991310668,False,True,41.7582846258674,41.7582846258674,0,50,244.541549215818,143.472693055613,115.458450784182,77.780431788201,147.219568211799,225,0.405374647018367,36964.0944208209,135986.591199004,99022.4967781827,39357.5069689793,19561.4529442371,14000,KSC15,False,-26865.4334211708,-31357.5069689793,-31357.5069689793,-22373.3598733624,1,0,-33471.3220402398,24792.1710128852,2000,14000,41653.1048380981,-4364.63702019839,True,True,False,0,0,0,False,False,0.445228685308536,0.0541580640870288,24,3.1,17200.2727799242,-1200.99550032983,-2120.33532107101,0,0,0,0,0,0,1.85,0.125,0.258,0,0,0,0,0,1,0,
0.180000000167638,False,48987.218934884,-303.536440001409,2092.27305506388,-10652.0400978754,845.912544331592,789.578154617274,-120.497399765469,780.32944254243,98.7782013124396,0.890203882863321,148.182573784218,0.997361837826603,0.969970254437041,1364.85187554474,-21.038248161286,6.97088047529301,0.766127471802659,True,KSC15,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,13.7,0.299533830138801,0,0.0871704291525847,0.0907051243599204,0,0,16.7481358133497,108987.190205325,0,0,257.7975,58015.958566425,60107.502901092,-3390.45566533309,122.70512435992,90.7051243599204,63497.958566425,67497.958566425,59497.958566425,78482.6073477551,76984.1424696221,0,0,0.1,0,46.571650849294,3586.35221870757,-256.964789152115,68.7113065976031,90.7051243599204,-234.825133403806,52573.5711535916,2,1,1,1,False,False,0,False,0,0.972535962024322,False,True,41.8703395333743,41.8703395333743,0,50,244.473662874211,143.610282354552,115.526337125789,77.6489706994086,147.351029300591,225,0.508995709112865,36853.302217949,135852.623626496,98999.3214085466,39357.5069689793,19558.3655810394,14000,KSC15,False,-26865.4334211708,-31357.5069689793,-31357.5069689793,-22373.3598733624,1,0,-33449.7800240431,24652.0400978754,2000,14000,41552.5073207879,-4364.63702019839,True,True,False,0,0,0,False,False,0.445228685308536,0.0541580640870288,24,3.1,17200.2727799242,-1200.99550032983,-2120.33532107101,0,0,0,0,0,0,1.85,0.125,0.258,0,0,0,0,0,1,0,
0.160000000149012,False,48938.7277029774,-302.278532510783,2073.06256878669,-10527.4761425429,845.522947778556,789.643428392376,-120.987988797578,780.319582331485,98.8134902135475,0.889705377010617,148.370833129957,0.994387109072967,0.970777000185053,1364.85187554474,-20.9680205878651,7.10158286694274,0.764724677173699,True,KSC15,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,13.7,0.298800727431813,0,0.0872268647203716,0.087910313471771,0,0,16.7746573201499,108867.614081069,0,0,257.7975,57963.2972413028,60048.7708312819,-3396.52641002087,119.910313471771,87.910313471771,63445.2972413028,67445.2972413028,59445.2972413028,78413.505501309,76916.6846753084,0,0,0.1,0,45.1621039158438,3595.9180453682,-257.11642859494,71.0409779881792,87.910313471771,-231.237554522604,52534.6457483456,2,1,1,1,False,False,0,False,0,0.976256622121817,False,True,41.9366433003747,41.9366433003747,0,50,244.411852466303,143.733096613876,115.588147533697,77.525224308731,147.474775691269,225,0.593310714672433,36754.8240503505,135733.04750224,98978.2234518894,39357.5069689793,19555.5552872189,14000,KSC15,False,-26865.4334211708,-31357.5069689793,-31357.5069689793,-22373.3598733624,1,0,-33430.569537766,24527.4761425429,2000,14000,41463.237518824,-4364.63702019839,True,True,False,0,0,0,False,False,0.445228685308536,0.0541580640870288,24,3.1,17200.2727799242,-1200.99550032983,-2120.33532107101,0,0,0,0,0,0,1.85,0.125,0.258,0,0,0,0,0,1,0,
0.160000000149012,False,48890.4438200449,-300.895998204262,2053.75763455132,-10402.9167814772,845.095931878844,789.714335910672,-121.693252496981,780.281670065073,98.8644761567689,0.889174845090983,148.54697443449,0.991000147389387,0.971630781259323,1364.85187554474,-20.8929272887072,7.24449171187447,0.776890122129048,True,KSC15,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,13.7,0.298020527190799,0,0.086850119323176,0.086850119323176,0,0,16.7852827465553,108747.426731325,0,0,257.7975,57910.3667324756,59989.2679338973,-3403.09879857828,116.86332641352,84.8633264135196,63392.3667324756,67392.3667324756,59392.3667324756,78344.0504337654,76848.8820636364,0,0,0.1,0,43.6254656096032,3605.05765872349,-257.270532594659,72.9593118123766,86.850119323176,-227.936686391886,52495.5014787684,2,1,1,1,False,False,0,False,0,0.980454729314532,False,True,41.9632068663882,41.9632068663882,0,50,244.350241096676,143.85635799834,115.649758903324,77.39512014483,147.60487985517,225,0.663410904010662,36655.6637021298,135612.860152496,98957.1964503661,39357.5069689793,19552.7547501323,14000,KSC15,False,-26865.4334211708,-31357.5069689793,-31357.5069689793,-22373.3598733624,1,0,-33411.2646035306,24402.9167814772,2000,14000,41374.0854865801,-4364.63702019839,True,True,False,0,0,0,False,False,0.445228685308536,0.0541580640870288,24,3.1,17200.2727799242,-1200.99550032983,-2120.33532107101,0,0,0,0,0,0,1.85,0.125,0.258,0,0,0,0,0,1,0,
0.160000000149012,False,48842.4035198677,-299.261002509495,2034.32162486305,-10278.360791355,844.6288804318,789.835931087265,-122.640140250611,780.25649246629,98.93262570997,0.888604781749948,148.708167551413,0.987475391356034,0.972509551801646,1364.85187554474,-20.8056419653028,7.38749336026562,0.832590796172352,True,KSC15,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,13.7,0.297182192041474,0,0.0861612058900604,0.0861612058900605,0,0,16.7789139974563,108626.578802229,0,0,257.7975,57857.1453045015,59928.9632522521,-3410.18205224937,113.279049198562,81.2790491985616,63339.1453045015,67339.1453045015,59339.1453045015,78274.2136240199,76780.7067920681,0,0,0.1,0,41.8191604947821,3613.71844320591,-257.441842014713,74.5612735771582,86.1612058900605,-224.699728932337,52456.1219630736,2,1,1,1,False,False,0,False,0,0.984844341757381,False,True,41.9472849936409,41.9472849936409,0,50,244.288460292574,143.980040398736,115.711539707426,77.2612435439017,147.738756456098,225,0.718676544420155,36555.8975763787,135492.0122234,98936.1146470208,39357.5069689793,19549.9472203868,14000,KSC15,False,-26865.4334211708,-31357.5069689793,-31357.5069689793,-22373.3598733624,1,0,-33391.8285938423,24278.360791355,2000,14000,41285.0217337444,-4364.63702019839,True,True,False,0,0,0,False,False,0.445228685308536,0.0541580640870288,24,3.1,17200.2727799242,-1200.99550032983,-2120.33532107101,0,0,0,0,0,0,1.85,0.125,0.258,0,0,0,0,0,1,0,
0.160000000149012,False,48794.6350004681,-297.562689074276,2014.72159367472,-10153.8101969419,844.12413558747,789.937973737292,-123.784906470346,780.179017458369,99.0155234166754,0.887993027998929,148.853393980035,0.983267922354551,0.973252879110107,1364.85187554474,-20.7101917440067,7.49600887321558,0.840158919422336,True,KSC15,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,13.7,0.296282546975225,0,0.085337075472413,0.0853370754724131,0,0,16.7579462671344,108505.12781244,0,0,257.7975,57803.6582885987,59867.9481769661,-3417.71011163257,109.58139301586,77.5813930158605,63285.6582885987,67285.6582885987,59285.6582885987,78204.0283115311,76712.1913092379,0,0,0.1,0,39.9552762846651,3621.89063696777,-257.607412789611,75.8688452422149,85.337075472413,-221.693843832061,52416.5256374359,2,1,1,1,False,False,0,False,0,0.989814532726277,False,True,41.894865667836,41.894865667836,0,50,244.22653031619,144.104117178417,115.77346968381,77.1259897171076,147.874010282892,225,0.759064422122765,36455.5762549275,135370.561233611,98914.9849786836,39357.5069689793,19547.1336242565,14000,KSC15,False,-26865.4334211708,-31357.5069689793,-31357.5069689793,-22373.3598733624,1,0,-33372.228562654,24153.8101969419,2000,14000,41196.0214859143,-4364.63702019839,True,True,False,0,0,0,False,False,0.445228685308536,0.0541580640870288,24,3.1,17200.2727799242,-1200.99550032983,-2120.33532107101,0,0,0,0,0,0,1.85,0.125,0.258,0,0,0,0,0,1,0,
0.160000000149012,False,48747.142708817,-295.837910806997,1994.92683680782,-10029.2754281561,843.586079001658,790.011014616089,-125.132617240301,780.037967869087,99.1136620647609,0.887344211067447,148.98408889035,0.977840976619425,0.973904064390018,1364.85187554474,-20.6129499576103,7.58831217109404,0.845161695322657,True,KSC15,False,-4.0840691788099E-07,-8.63227136113568E-13,10018,81161.826,0,237527.82,13.7,0.295328396795788,0,0.0844122682943052,0.0844122682943052,0,0,16.7218357564334,108383.051575965,0,0,257.7975,57749.895914055,59806.3438135194,-3425.55210053562,105.849679035402,73.8496790354017,63231.895914055,67231.895914055,59231.895914055,78133.4816752344,76643.3230991165,0,0,0.1,0,38.0737353166296,3629.56226045963,-257.764175490367,76.905532628833,84.4122682943052,-218.932378178164,52376.7049692766,2,1,1,1,False,False,0,False,0,0.995973872722109,False,True,41.8045893910834,41.8045893910834,0,50,244.164502178806,144.228554093422,115.835497821194,76.9912890844116,148.008710915588,225,0.785471398595603,36354.6601299811,135248.484997136,98893.8248671548,39357.5069689793,19544.3162835528,14000,KSC15,False,-26865.4334211708,-31357.5069689793,-31357.5069689793,-22373.3598733624,1,0,-33352.4338057871,24029.2754281561,2000,14000,41107.066525983,-4364.63702019839,True,True,False,0,0,0,False,False,0.445228685308536,0.0541580640870288,24,3.1,17200.2727799242,-1200.99550032983,-2120.33532107101,0,0,0,0,0,0,1.85,0.125,0.258,0,0,0,0,0,1,0,
