step,time,alt,speed,hdot,range,az_err,lat,long,pitch,roll,unl_roll,roll_ref,l_d,drag,drag_ref,entry_phase,
1,0,121.993,7824.83890465838,-137.426366773125,8594.67207034056,17.1591708444049,-17.1295730072512,-145.205943653743,38,0,0,0,0.247310179747132,0.0086918592911337,0,1,
2,2,121.71809770987,7825.15386575229,-137.475793563448,8594.67210166962,17.1302207964062,-17.0231129931224,-145.122309277953,38,0,0,0,0.245577282298259,0.008728220611354,0,1,
3,4,121.443097445425,7825.46850308684,-137.524340252648,8580.5461642317,17.140936545066,-16.9166028682671,-145.038769149497,38,0,0,0,0.246421377432775,0.00896029965242386,0,1,
4,6,121.168000970746,7825.78280103178,-137.572002916171,8566.41981656133,17.1517271969149,-16.8100423294419,-144.955328653989,38,0,0,0,0.247307003884775,0.00919937233203101,0,1,
5,8,120.892810059019,7826.09674297471,-137.618776343748,8552.29355506064,17.1626116692425,-16.7034319642842,-144.871983373539,38,0,0,0,0.248235729089827,0.00944598377604009,0,1,
6,10,120.617526494402,7826.41031126926,-137.664654787015,8538.16708719718,17.1737528881579,-16.5967744583381,-144.788735399112,38,0,0,0,0.249209177038271,0.00970068694184913,0,1,
7,12,120.342152072247,7826.72348701938,-137.709632686319,8524.04081913704,17.1849271749914,-16.4900676880457,-144.705577112104,38,0,0,0,0.250229143183118,0.00996401646127091,0,1,
8,14,120.066688600116,7827.03625008751,-137.753703509167,8509.91400503128,17.1961955443186,-16.3833113574727,-144.622513901809,38,0,0,0,0.251297284585899,0.0102365433555355,0,1,
9,16,119.791137899132,7827.34857964275,-137.796860143459,8495.78714247526,17.2075845455718,-16.2765070832543,-144.539541354728,38,0,0,0,0.252417964364344,0.0105192044349767,0,1,
10,18,119.51550180572,7827.66045135361,-137.839094329934,8481.66000545118,17.219071387929,-16.1696545600017,-144.45666483825,38,0,0,0,0.253599062058875,0.0108135792783181,0,1,
11,20,119.239782173904,7827.97183895513,-137.880396948256,8467.53308962546,17.2306592007751,-16.062755562212,-144.373876721059,38,0,0,0,0.254842236026167,0.0111203241034212,0,1,
