vel,20,25,35,45
4266.1832,282.37067,195.88147,138.02109,50.92918
4396.87131,299.54797,219.08589,163.63636,74.1336
4559.41466,322.14967,248.01607,195.58011,103.06379
4723.5916,344.14867,277.85033,227.82521,131.99397
4886.95174,366.14766,307.38322,260.37167,161.52687
5051.94549,388.44802,336.91612,292.01406,190.75841
5181.8168,405.92667,360.4219,317.02662,213.66148
