vel,15,25,35,45
3198.09294,324.1206,207.13568,124.52261,48.84422
3351.61126,355.77889,238.79397,160.1005,81.40704
3540.41019,394.97487,277.98995,204.72362,121.20603
3733.02324,434.77387,317.48744,250.25126,161.90955
3924.68275,474.57286,356.98492,295.17588,202.31156
4117.2958,514.67337,397.08543,340.40201,243.31658
4268.90706,545.42714,428.44221,375.37688,274.67337
